session_id,order_id,user_id,restaurant_id,step,cart_size,cart_total_value,cart_avg_price,has_main_course,has_starter,has_side_dish,has_dessert,has_beverage,has_snack,cart_is_complete,cand_item_id,cand_item_name,cand_category,cand_price,cand_is_veg,cand_popularity,price_ratio,cooccur_score,user_segment,user_is_veg,user_avg_spend,user_city,meal_time,is_weekend,label
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005766,Ice Cream (Vanilla),dessert,206.0,1,39,2.395,2,mid_range,0,306.63,Mumbai,dinner,0,0
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005769,Veg Biryani,main_course,222.0,0,25,2.581,3,mid_range,0,306.63,Mumbai,dinner,0,0
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005771,Ice Cream (Vanilla),dessert,149.0,1,95,1.733,0,mid_range,0,306.63,Mumbai,dinner,0,0
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005768,Garlic Bread,side_dish,173.0,0,28,2.012,6,mid_range,0,306.63,Mumbai,dinner,0,0
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005765,Veg Sandwich,snack,169.0,0,37,1.965,4,mid_range,0,306.63,Mumbai,dinner,0,0
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005764,Pav Bhaji,starter,77.0,1,63,0.895,3,mid_range,0,306.63,Mumbai,dinner,0,0
S0000002,ORD0014785,U01073,R0411,1,1,86.0,86.0,1,0,0,0,0,0,0,I005775,Fruit Custard,dessert,92.0,0,80,1.07,3,mid_range,0,306.63,Mumbai,dinner,0,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000294,Garlic Naan,side_dish,1057.0,1,22,1.222,3,premium,1,595.77,Pune,lunch,1,1
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000283,Veg Wrap,snack,935.0,1,43,1.081,2,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000289,Sprite,beverage,739.0,1,97,0.854,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000291,Corn on the Cob,snack,625.0,1,4,0.723,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000287,Chole Bhature,main_course,778.0,1,59,0.899,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000293,Garlic Bread (plain),snack,544.0,1,1,0.629,2,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000292,Margherita Pizza,main_course,355.0,1,99,0.41,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,1,1,865.0,865.0,0,0,0,1,0,0,0,I000290,Mutton Biryani,main_course,706.0,1,30,0.816,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000286,Mango Lassi,beverage,1170.0,1,31,1.217,3,premium,1,595.77,Pune,lunch,1,1
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000291,Corn on the Cob,snack,625.0,1,4,0.65,2,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000293,Garlic Bread (plain),snack,544.0,1,1,0.566,4,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000292,Margherita Pizza,main_course,355.0,1,99,0.369,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000288,Mini Burgers,snack,545.0,1,13,0.567,6,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000283,Veg Wrap,snack,935.0,1,43,0.973,5,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000287,Chole Bhature,main_course,778.0,1,59,0.81,1,premium,1,595.77,Pune,lunch,1,0
S0000003,ORD0000891,U01882,R0020,2,2,1922.0,961.0,0,0,1,1,0,0,0,I000290,Mutton Biryani,main_course,706.0,1,30,0.735,2,premium,1,595.77,Pune,lunch,1,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003765,Samosa (2 pcs),starter,281.0,1,42,1.448,1,frequent,1,330.87,Delhi,dinner,0,1
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003761,Masala Dosa,main_course,257.0,0,92,1.325,0,frequent,1,330.87,Delhi,dinner,0,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003756,Chicken Wings,starter,223.0,1,6,1.149,0,frequent,1,330.87,Delhi,dinner,0,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003767,Papad,side_dish,130.0,1,1,0.67,1,frequent,1,330.87,Delhi,dinner,0,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003752,Kheer,dessert,205.0,1,25,1.057,0,frequent,1,330.87,Delhi,dinner,0,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003755,Chicken Biryani,main_course,300.0,1,7,1.546,0,frequent,1,330.87,Delhi,dinner,0,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003753,Chicken Biryani,main_course,206.0,1,19,1.062,0,frequent,1,330.87,Delhi,dinner,0,0
S0000004,ORD0009509,U00528,R0270,1,1,194.0,194.0,1,0,0,0,0,0,0,I003751,Mineral Water,beverage,103.0,0,52,0.531,0,frequent,1,330.87,Delhi,dinner,0,0
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002848,Garlic Bread (plain),snack,231.0,1,35,0.683,2,mid_range,0,207.95,Pune,snack,0,1
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002851,Kheer,dessert,349.0,0,87,1.033,3,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002856,Pasta Arrabiata,main_course,192.0,1,98,0.568,0,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002853,Kulfi,dessert,310.0,1,68,0.917,5,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002855,Gajar Ka Halwa,dessert,447.0,0,11,1.322,2,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002850,Salan,side_dish,309.0,1,54,0.914,3,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,1,1,338.0,338.0,0,0,0,1,0,0,0,I002854,Masala Chai,beverage,269.0,1,38,0.796,3,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002849,Fruit Custard,dessert,274.0,0,44,0.963,6,mid_range,0,207.95,Pune,snack,0,1
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002850,Salan,side_dish,309.0,1,54,1.086,5,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002856,Pasta Arrabiata,main_course,192.0,1,98,0.675,1,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002854,Masala Chai,beverage,269.0,1,38,0.946,4,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002853,Kulfi,dessert,310.0,1,68,1.09,7,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002851,Kheer,dessert,349.0,0,87,1.227,5,mid_range,0,207.95,Pune,snack,0,0
S0000005,ORD0009758,U00726,R0206,2,2,569.0,284.5,0,0,0,1,0,1,0,I002855,Gajar Ka Halwa,dessert,447.0,0,11,1.571,5,mid_range,0,207.95,Pune,snack,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000974,Steamed Rice,side_dish,136.0,1,49,1.7,1,frequent,1,430.92,Bangalore,dinner,0,1
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000985,Veg Spring Rolls,starter,249.0,1,15,3.112,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000978,Chocolate Mousse,dessert,113.0,1,46,1.412,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000980,Veg Wrap,snack,111.0,1,45,1.388,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000981,Butter Naan,side_dish,201.0,1,37,2.512,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000970,Chicken Wings,starter,173.0,0,48,2.162,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000983,Fruit Custard,dessert,232.0,1,35,2.9,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,1,1,80.0,80.0,0,0,0,0,1,0,0,I000969,Green Salad,side_dish,243.0,1,53,3.038,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000979,Rasgulla,dessert,167.0,0,53,1.546,2,frequent,1,430.92,Bangalore,dinner,0,1
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000973,Masala Dosa,main_course,102.0,1,33,0.944,1,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000980,Veg Wrap,snack,111.0,1,45,1.028,2,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000978,Chocolate Mousse,dessert,113.0,1,46,1.046,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000983,Fruit Custard,dessert,232.0,1,35,2.148,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000976,Chicken Nuggets,starter,59.0,0,26,0.546,2,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000975,Ice Cream (Chocolate),dessert,179.0,0,16,1.657,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000006,ORD0012281,U00980,R0070,2,2,216.0,108.0,0,0,1,0,1,0,0,I000981,Butter Naan,side_dish,201.0,1,37,1.861,0,frequent,1,430.92,Bangalore,dinner,0,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000294,Garlic Naan,side_dish,1057.0,1,22,1.939,4,budget,0,133.45,Mumbai,snack,1,1
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000285,Halwa,dessert,865.0,1,16,1.587,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000292,Margherita Pizza,main_course,355.0,1,99,0.651,1,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000287,Chole Bhature,main_course,778.0,1,59,1.428,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000291,Corn on the Cob,snack,625.0,1,4,1.147,0,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000293,Garlic Bread (plain),snack,544.0,1,1,0.998,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000289,Sprite,beverage,739.0,1,97,1.356,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,1,1,545.0,545.0,0,0,0,0,0,1,0,I000284,Fish Tikka,starter,484.0,1,39,0.888,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000283,Veg Wrap,snack,935.0,1,43,1.167,5,budget,0,133.45,Mumbai,snack,1,1
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000285,Halwa,dessert,865.0,1,16,1.08,5,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000287,Chole Bhature,main_course,778.0,1,59,0.971,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000293,Garlic Bread (plain),snack,544.0,1,1,0.679,4,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000290,Mutton Biryani,main_course,706.0,1,30,0.881,1,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000291,Corn on the Cob,snack,625.0,1,4,0.78,1,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000284,Fish Tikka,starter,484.0,1,39,0.604,4,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,2,2,1602.0,801.0,0,0,1,0,0,1,0,I000289,Sprite,beverage,739.0,1,97,0.923,4,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000286,Mango Lassi,beverage,1170.0,1,31,1.384,4,budget,0,133.45,Mumbai,snack,1,1
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000292,Margherita Pizza,main_course,355.0,1,99,0.42,1,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000293,Garlic Bread (plain),snack,544.0,1,1,0.643,5,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000291,Corn on the Cob,snack,625.0,1,4,0.739,3,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000287,Chole Bhature,main_course,778.0,1,59,0.92,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000290,Mutton Biryani,main_course,706.0,1,30,0.835,2,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000289,Sprite,beverage,739.0,1,97,0.874,5,budget,0,133.45,Mumbai,snack,1,0
S0000007,ORD0012154,U00425,R0020,3,3,2537.0,845.67,0,0,1,0,0,1,0,I000284,Fish Tikka,starter,484.0,1,39,0.572,5,budget,0,133.45,Mumbai,snack,1,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000162,Veg Wrap,snack,310.0,0,41,0.555,2,occasional,1,260.44,Mumbai,dinner,0,1
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000167,Nachos,snack,210.0,1,15,0.376,1,occasional,1,260.44,Mumbai,dinner,0,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000165,Watermelon Juice,beverage,163.0,1,51,0.292,1,occasional,1,260.44,Mumbai,dinner,0,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000157,Chocolate Mousse,dessert,476.0,1,63,0.852,0,occasional,1,260.44,Mumbai,dinner,0,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000160,Bhel Puri,snack,444.0,1,7,0.794,0,occasional,1,260.44,Mumbai,dinner,0,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000161,Rajma Chawal,main_course,379.0,1,89,0.678,1,occasional,1,260.44,Mumbai,dinner,0,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000168,Rose Sharbat,beverage,437.0,1,93,0.782,0,occasional,1,260.44,Mumbai,dinner,0,0
S0000008,ORD0005253,U00245,R0012,1,1,559.0,559.0,0,0,0,1,0,0,0,I000159,Nachos,snack,564.0,1,10,1.009,1,occasional,1,260.44,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,1,1,99.0,99.0,1,0,0,0,0,0,0,I005595,Fruit Custard,dessert,98.0,1,54,0.99,6,budget,1,97.21,Mumbai,dinner,0,1
S0000009,ORD0008624,U00202,R0399,1,1,99.0,99.0,1,0,0,0,0,0,0,I005596,Jeera Rice,side_dish,197.0,1,5,1.99,6,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,1,1,99.0,99.0,1,0,0,0,0,0,0,I005594,Dal Makhani,main_course,164.0,0,92,1.657,4,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,1,1,99.0,99.0,1,0,0,0,0,0,0,I005597,Cheesecake Slice,dessert,79.0,1,51,0.798,6,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,1,1,99.0,99.0,1,0,0,0,0,0,0,I005593,Samosa (2 pcs),starter,100.0,1,3,1.01,2,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,2,2,197.0,98.5,1,0,0,1,0,0,0,I005590,Fresh Lime Soda,beverage,182.0,1,93,1.848,10,budget,1,97.21,Mumbai,dinner,0,1
S0000009,ORD0008624,U00202,R0399,2,2,197.0,98.5,1,0,0,1,0,0,0,I005593,Samosa (2 pcs),starter,100.0,1,3,1.015,5,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,2,2,197.0,98.5,1,0,0,1,0,0,0,I005594,Dal Makhani,main_course,164.0,0,92,1.665,8,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,2,2,197.0,98.5,1,0,0,1,0,0,0,I005596,Jeera Rice,side_dish,197.0,1,5,2.0,14,budget,1,97.21,Mumbai,dinner,0,0
S0000009,ORD0008624,U00202,R0399,2,2,197.0,98.5,1,0,0,1,0,0,0,I005597,Cheesecake Slice,dessert,79.0,1,51,0.802,11,budget,1,97.21,Mumbai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001284,Kheer,dessert,358.0,0,30,0.902,2,budget,0,89.12,Chennai,dinner,0,1
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001285,Samosa (2 pcs),starter,347.0,1,77,0.874,1,budget,0,89.12,Chennai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001274,Mango Shake,beverage,273.0,1,16,0.688,2,budget,0,89.12,Chennai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001268,Buttermilk,beverage,176.0,0,40,0.443,1,budget,0,89.12,Chennai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001277,Chicken Biryani,main_course,381.0,0,88,0.96,0,budget,0,89.12,Chennai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001283,Sweet Lassi,beverage,468.0,1,89,1.179,0,budget,0,89.12,Chennai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001272,Laccha Paratha,side_dish,156.0,0,81,0.393,0,budget,0,89.12,Chennai,dinner,0,0
S0000010,ORD0010422,U01954,R0093,1,1,397.0,397.0,1,0,0,0,0,0,0,I001280,Sev Puri,snack,553.0,1,4,1.393,0,budget,0,89.12,Chennai,dinner,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001257,Pasta Arrabiata,main_course,171.0,1,13,2.111,4,mid_range,0,264.42,Pune,lunch,0,1
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001264,Paneer Tikka,starter,174.0,1,56,2.148,1,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001261,Aloo Tikki,starter,115.0,1,96,1.42,4,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001258,Gulab Jamun,dessert,201.0,1,30,2.481,3,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001263,Butter Chicken,main_course,249.0,1,60,3.074,2,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001265,Egg Curry,main_course,228.0,1,31,2.815,2,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001260,Veg Sandwich,snack,99.0,1,52,1.222,4,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,1,1,81.0,81.0,0,0,0,1,0,0,0,I001262,Dal Makhani,main_course,65.0,1,80,0.802,1,mid_range,0,264.42,Pune,lunch,0,0
S0000011,ORD0006856,U00265,R0092,2,2,252.0,126.0,1,0,0,1,0,0,0,I001256,Crispy Corn,starter,265.0,1,69,2.103,4,mid_range,0,264.42,Pune,lunch,0,1
