user_id,city,zone,segment,is_veg,avg_order_value,orders_per_month,preferred_cuisine,registration_date,is_cold_start
U00081,Pune,Hinjewadi,budget,False,116.01,1,South Indian,2022-12-10,False
U00082,Hyderabad,Banjara Hills,budget,False,118.42,2,Beverages,2022-06-05,False
U00083,Delhi,Saket,mid_range,False,271.43,4,Fast Food,2022-08-23,False
U00084,Mumbai,Andheri,occasional,False,163.25,1,Desserts,2022-04-26,False
U00085,Delhi,Lajpat Nagar,mid_range,True,212.98,3,North Indian,2024-01-18,False
U00086,Delhi,Connaught Place,mid_range,False,185.38,7,Fast Food,2023-12-25,False
U00087,Hyderabad,Gachibowli,budget,False,111.09,2,South Indian,2024-11-06,False
U00088,Hyderabad,Hitech City,premium,False,836.81,11,Fast Food,2024-03-09,False
U00089,Pune,Wakad,occasional,False,224.89,1,Chinese,2022-02-26,False
U00090,Bangalore,Koramangala,mid_range,True,215.39,4,Desserts,2024-08-26,False
U00091,Mumbai,Bandra,premium,True,601.35,9,Chinese,2024-08-02,False
U00092,Hyderabad,Madhapur,frequent,True,404.66,11,Continental,2023-05-01,False
U00093,Chennai,Velachery,budget,True,89.32,2,Chinese,2023-10-04,False
U00094,Bangalore,Indiranagar,mid_range,False,175.67,5,Desserts,2024-12-04,False
U00095,Chennai,Adyar,budget,False,128.54,3,Italian,2023-08-06,False
U00096,Bangalore,HSR Layout,premium,True,776.74,10,Beverages,2024-09-18,False
U00097,Bangalore,HSR Layout,mid_range,True,249.99,6,South Indian,2022-04-01,False
U00098,Bangalore,Indiranagar,mid_range,False,273.83,3,Beverages,2022-07-29,False
U00099,Mumbai,Dadar,premium,True,412.84,6,Continental,2023-04-28,True
U00100,Mumbai,Bandra,mid_range,True,238.61,6,Beverages,2023-10-03,False
U00101,Mumbai,Bandra,occasional,False,272.99,1,Fast Food,2024-06-12,False
U00102,Hyderabad,Madhapur,mid_range,False,175.11,7,Street Food,2024-12-18,False
U00103,Delhi,Dwarka,budget,False,87.56,2,North Indian,2023-03-02,False
U00104,Bangalore,Whitefield,premium,True,692.78,8,Desserts,2022-02-21,False
U00105,Pune,Hinjewadi,premium,False,443.02,4,North Indian,2024-05-27,False
U00106,Delhi,Rohini,mid_range,True,171.1,5,Desserts,2023-10-24,True
U00107,Delhi,Dwarka,occasional,True,217.98,1,South Indian,2022-08-06,False
U00108,Chennai,Adyar,occasional,True,234.8,1,Beverages,2023-06-26,False
U00109,Delhi,Saket,budget,True,82.91,2,South Indian,2024-03-23,False
U00110,Mumbai,Bandra,frequent,True,406.79,11,Chinese,2024-04-23,False
U00111,Delhi,Lajpat Nagar,budget,True,101.54,2,Chinese,2023-07-02,False
U00112,Mumbai,Thane,budget,True,142.86,3,North Indian,2022-12-01,False
U00113,Pune,Baner,budget,False,120.82,3,Biryani,2024-12-02,False
U00114,Chennai,T Nagar,occasional,True,185.67,1,Biryani,2023-12-28,False
U00115,Hyderabad,Jubilee Hills,premium,True,633.09,5,Street Food,2023-03-24,False
U00116,Pune,Koregaon Park,budget,True,129.12,2,Biryani,2022-11-04,False
U00117,Chennai,Anna Nagar,mid_range,True,221.72,7,Continental,2024-03-11,False
U00118,Mumbai,Bandra,mid_range,False,154.19,4,Fast Food,2022-09-23,True
U00119,Pune,Baner,budget,True,83.98,3,Fast Food,2022-07-08,True
U00120,Bangalore,Jayanagar,occasional,False,246.38,1,Chinese,2023-08-04,False
U00121,Chennai,T Nagar,occasional,True,241.62,1,Biryani,2022-11-14,False
U00122,Pune,Baner,mid_range,True,301.25,5,Street Food,2023-11-20,False
U00123,Delhi,Rohini,frequent,False,323.68,19,Desserts,2022-05-10,False
U00124,Mumbai,Thane,mid_range,False,200.18,3,Chinese,2023-12-19,False
U00125,Delhi,Rohini,frequent,True,375.36,19,South Indian,2022-11-07,False
U00126,Bangalore,Jayanagar,premium,False,588.92,4,Biryani,2022-01-01,False
U00127,Chennai,Velachery,mid_range,True,217.86,5,Chinese,2022-05-19,False
U00128,Pune,Hinjewadi,budget,False,91.33,2,Biryani,2024-10-19,False
U00129,Mumbai,Andheri,occasional,False,299.59,1,Continental,2024-08-07,False
U00130,Bangalore,Koramangala,mid_range,False,220.95,5,Street Food,2022-09-13,False
U00131,Delhi,Dwarka,budget,False,88.06,3,North Indian,2024-05-02,False
U00132,Delhi,Saket,budget,True,109.04,2,Italian,2023-10-29,False
U00133,Mumbai,Dadar,mid_range,False,281.94,5,Street Food,2024-11-29,False
U00134,Delhi,Connaught Place,mid_range,False,279.65,3,Biryani,2023-02-14,False
U00135,Kolkata,New Town,premium,True,806.86,11,South Indian,2024-01-17,False
U00136,Delhi,Rohini,occasional,True,236.78,1,South Indian,2022-03-11,False
U00137,Bangalore,Indiranagar,budget,True,90.6,2,North Indian,2023-03-10,False
U00138,Hyderabad,Hitech City,premium,False,700.9,8,Beverages,2024-11-21,True
U00139,Delhi,Connaught Place,budget,False,108.1,2,South Indian,2023-08-14,False
U00140,Kolkata,New Town,occasional,False,142.83,1,Chinese,2022-11-12,False
U00141,Kolkata,Howrah,occasional,True,149.28,1,South Indian,2022-05-12,False
U00142,Delhi,Lajpat Nagar,mid_range,False,191.77,3,Italian,2024-02-10,True
U00143,Bangalore,Jayanagar,premium,False,676.18,8,North Indian,2023-12-08,False
U00144,Delhi,Connaught Place,mid_range,False,324.38,5,Chinese,2023-02-14,False
U00145,Delhi,Saket,mid_range,False,219.1,7,Biryani,2024-11-07,False
U00146,Mumbai,Thane,occasional,False,217.25,1,Street Food,2022-01-25,True
U00147,Hyderabad,Madhapur,mid_range,False,263.17,7,North Indian,2022-11-29,False
U00148,Bangalore,Indiranagar,mid_range,True,229.26,4,Italian,2024-10-05,False
U00149,Mumbai,Bandra,mid_range,False,178.69,3,Fast Food,2022-12-18,False
U00150,Delhi,Saket,occasional,False,197.9,1,Italian,2022-10-04,False
U00151,Pune,Kothrud,mid_range,False,166.12,7,Desserts,2023-08-08,False
U00152,Delhi,Dwarka,budget,True,132.86,2,Desserts,2024-06-21,True
U00153,Mumbai,Thane,premium,True,814.22,4,Fast Food,2022-04-23,False
U00154,Bangalore,Koramangala,occasional,True,205.83,1,Continental,2024-10-29,False
U00155,Kolkata,Howrah,budget,False,138.01,3,South Indian,2024-05-20,False
U00156,Delhi,Saket,budget,False,99.39,3,Street Food,2022-07-18,False
U00157,Hyderabad,Hitech City,budget,True,88.7,3,Beverages,2024-02-19,False
U00158,Chennai,T Nagar,mid_range,True,344.19,3,Beverages,2023-02-26,False
U00159,Delhi,Connaught Place,mid_range,False,294.41,3,Street Food,2023-03-17,False
U00160,Hyderabad,Gachibowli,premium,False,602.71,8,Italian,2024-05-07,True
U00161,Delhi,Saket,premium,False,690.32,11,Fast Food,2024-11-20,False
U00162,Hyderabad,Banjara Hills,mid_range,False,284.45,5,Fast Food,2022-05-19,False
U00163,Hyderabad,Jubilee Hills,mid_range,False,311.94,7,Biryani,2023-04-06,False
U00164,Bangalore,Indiranagar,occasional,True,123.97,1,North Indian,2023-06-11,False
U00165,Mumbai,Thane,mid_range,False,167.23,7,Chinese,2023-02-17,False
U00166,Pune,Koregaon Park,frequent,True,284.1,9,Desserts,2023-02-02,True
U00167,Delhi,Connaught Place,mid_range,False,237.97,6,Beverages,2022-02-27,False
U00168,Mumbai,Powai,budget,True,106.67,1,South Indian,2024-01-21,False
U00169,Mumbai,Andheri,premium,False,699.73,11,Chinese,2023-04-23,False
U00170,Bangalore,Jayanagar,mid_range,True,226.64,4,Italian,2022-08-02,False
U00171,Hyderabad,Banjara Hills,premium,False,621.29,4,Biryani,2024-06-12,False
U00172,Mumbai,Bandra,budget,True,137.43,3,Chinese,2024-05-28,False
U00173,Bangalore,HSR Layout,budget,True,121.16,2,Biryani,2023-06-17,False
U00174,Delhi,Dwarka,occasional,True,263.96,1,Beverages,2022-11-23,False
U00175,Hyderabad,Banjara Hills,budget,True,137.82,2,Beverages,2023-11-30,False
U00176,Mumbai,Dadar,occasional,True,261.19,1,South Indian,2022-11-12,False
U00177,Hyderabad,Madhapur,budget,False,108.99,3,Fast Food,2022-09-16,False
U00178,Delhi,Dwarka,mid_range,False,258.22,6,Italian,2024-03-10,False
U00179,Kolkata,Ballygunge,premium,False,510.24,9,Continental,2022-02-14,False
U00180,Mumbai,Bandra,mid_range,False,264.32,3,Street Food,2022-04-14,False
U00181,Delhi,Dwarka,mid_range,False,161.92,6,South Indian,2022-01-08,False
U00182,Mumbai,Bandra,budget,False,133.46,2,Beverages,2022-06-17,False
U00183,Pune,Wakad,budget,False,95.87,2,North Indian,2022-03-17,False
U00184,Pune,Baner,mid_range,False,166.02,5,Fast Food,2024-12-26,False
U00185,Delhi,Saket,premium,False,481.68,5,Street Food,2022-11-13,False
U00186,Hyderabad,Hitech City,frequent,False,260.69,12,North Indian,2022-06-13,False
U00187,Chennai,OMR,occasional,False,129.21,1,South Indian,2022-09-21,False
U00188,Bangalore,HSR Layout,premium,False,655.85,7,Chinese,2024-10-22,True
U00189,Bangalore,Koramangala,premium,True,591.39,10,Continental,2023-07-24,False
U00190,Delhi,Lajpat Nagar,premium,True,472.66,8,Biryani,2023-02-04,False
U00191,Mumbai,Bandra,budget,False,84.34,1,Street Food,2024-08-14,True
U00192,Pune,Koregaon Park,occasional,True,223.3,1,Street Food,2023-03-09,False
U00193,Pune,Wakad,premium,True,839.02,8,South Indian,2023-01-02,False
U00194,Hyderabad,Jubilee Hills,mid_range,False,341.96,3,Street Food,2022-08-15,False
U00195,Delhi,Dwarka,budget,True,86.86,1,Biryani,2023-02-18,False
U00196,Delhi,Dwarka,mid_range,False,187.06,5,Biryani,2022-12-13,False
U00197,Hyderabad,Banjara Hills,mid_range,False,279.11,3,North Indian,2024-01-12,True
U00198,Pune,Hinjewadi,occasional,False,290.27,1,Chinese,2022-11-14,False
U00199,Pune,Kothrud,mid_range,True,209.32,3,Biryani,2023-09-25,False
U00200,Chennai,T Nagar,mid_range,True,183.98,3,Continental,2022-03-14,False
U00201,Hyderabad,Jubilee Hills,frequent,False,236.99,14,Street Food,2022-07-29,False
U00202,Mumbai,Andheri,budget,True,97.21,2,North Indian,2023-03-23,False
U00203,Mumbai,Bandra,mid_range,True,347.9,6,Beverages,2024-10-22,False
U00204,Pune,Koregaon Park,budget,True,146.43,1,North Indian,2023-02-18,False
U00205,Hyderabad,Jubilee Hills,premium,True,591.07,8,Continental,2023-12-29,False
U00206,Mumbai,Dadar,occasional,True,133.82,1,Fast Food,2022-10-07,False
U00207,Mumbai,Andheri,budget,False,126.93,2,North Indian,2022-05-20,True
U00208,Hyderabad,Madhapur,occasional,True,193.94,1,Beverages,2022-03-06,False
U00209,Mumbai,Bandra,budget,True,109.08,1,Biryani,2022-12-01,True
U00210,Mumbai,Dadar,occasional,False,180.37,1,Desserts,2022-06-22,False
U00211,Bangalore,HSR Layout,premium,False,449.21,11,Desserts,2022-07-10,False
U00212,Hyderabad,Banjara Hills,occasional,True,227.88,1,Desserts,2024-04-13,False
U00213,Hyderabad,Madhapur,budget,True,102.08,2,Fast Food,2022-01-18,True
U00214,Delhi,Lajpat Nagar,frequent,False,271.08,9,Beverages,2023-09-03,False
U00215,Hyderabad,Madhapur,premium,False,489.52,10,Continental,2023-02-20,False
U00216,Delhi,Dwarka,mid_range,False,285.51,5,South Indian,2023-07-09,False
U00217,Delhi,Rohini,occasional,False,205.52,1,Desserts,2023-09-09,False
U00218,Chennai,Anna Nagar,budget,True,85.09,1,South Indian,2022-12-10,False
U00219,Hyderabad,Hitech City,occasional,False,182.99,1,Fast Food,2022-11-20,False
U00220,Pune,Baner,budget,True,149.48,1,South Indian,2024-03-14,False
U00221,Hyderabad,Banjara Hills,premium,False,837.15,10,Street Food,2024-08-12,False
U00222,Bangalore,Koramangala,mid_range,False,194.93,4,Fast Food,2022-07-30,False
U00223,Mumbai,Andheri,budget,False,108.68,3,South Indian,2022-04-17,False
U00224,Delhi,Rohini,budget,True,92.66,3,North Indian,2024-09-10,False
U00225,Delhi,Saket,budget,True,103.39,3,Desserts,2023-01-19,False
U00226,Delhi,Rohini,mid_range,False,234.0,5,Chinese,2023-08-27,False
U00227,Kolkata,Ballygunge,mid_range,False,316.52,7,Italian,2023-01-29,False
U00228,Delhi,Rohini,mid_range,False,323.28,3,Fast Food,2022-05-18,True
U00229,Pune,Koregaon Park,budget,True,128.44,1,Biryani,2023-10-08,False
U00230,Hyderabad,Jubilee Hills,budget,True,109.11,2,Italian,2023-07-30,False
U00231,Chennai,T Nagar,premium,True,601.37,8,Continental,2022-08-11,False
U00232,Bangalore,HSR Layout,budget,True,149.76,1,Fast Food,2023-05-10,False
U00233,Bangalore,Whitefield,occasional,False,241.58,1,Fast Food,2024-05-22,False
U00234,Bangalore,Koramangala,occasional,True,143.94,1,South Indian,2023-10-09,True
U00235,Mumbai,Bandra,premium,False,874.64,11,Fast Food,2022-04-17,False
U00236,Hyderabad,Banjara Hills,mid_range,False,331.41,7,Desserts,2023-08-24,False
U00237,Delhi,Lajpat Nagar,occasional,False,157.5,1,Beverages,2024-02-09,False
U00238,Mumbai,Thane,budget,True,126.85,2,Beverages,2024-05-18,False
U00239,Hyderabad,Hitech City,budget,False,109.29,2,Continental,2023-11-20,False
U00240,Mumbai,Bandra,budget,True,121.56,2,Street Food,2022-06-17,False
U00241,Kolkata,Ballygunge,premium,False,480.73,7,Chinese,2024-02-17,False
U00242,Kolkata,Salt Lake,budget,True,118.74,2,Street Food,2024-01-12,False
U00243,Pune,Wakad,mid_range,False,192.02,6,Desserts,2022-01-27,False
U00244,Delhi,Rohini,frequent,True,207.56,12,Desserts,2023-03-27,False
U00245,Mumbai,Bandra,occasional,True,260.44,1,North Indian,2022-12-31,False
U00246,Pune,Koregaon Park,mid_range,False,202.23,6,Beverages,2024-01-04,False
U00247,Bangalore,HSR Layout,budget,True,119.72,3,Italian,2022-08-25,False
U00248,Kolkata,Howrah,occasional,False,252.3,1,Biryani,2023-10-10,True
U00249,Kolkata,Park Street,mid_range,False,247.64,3,Fast Food,2024-09-26,False
U00250,Pune,Koregaon Park,budget,True,98.29,2,Chinese,2024-05-23,False
U00251,Delhi,Dwarka,budget,False,121.95,2,Biryani,2024-10-05,False
U00252,Delhi,Connaught Place,occasional,True,171.87,1,Street Food,2024-12-07,True
U00253,Pune,Koregaon Park,premium,True,648.12,6,Biryani,2022-01-12,False
U00254,Delhi,Lajpat Nagar,occasional,False,252.23,1,North Indian,2023-11-13,False
U00255,Mumbai,Bandra,occasional,False,225.27,1,Chinese,2023-03-29,False
U00256,Bangalore,HSR Layout,mid_range,True,184.88,5,Chinese,2024-07-30,True
U00257,Kolkata,Ballygunge,mid_range,False,168.28,6,North Indian,2022-10-03,False
U00258,Hyderabad,Hitech City,mid_range,False,260.11,5,Desserts,2024-12-10,True
U00259,Bangalore,Indiranagar,mid_range,False,254.28,7,North Indian,2023-11-04,False
U00260,Mumbai,Powai,mid_range,True,189.26,3,Desserts,2024-05-18,False
U00261,Hyderabad,Jubilee Hills,premium,False,830.83,8,Italian,2022-04-04,False
U00262,Kolkata,Salt Lake,mid_range,False,328.13,5,Continental,2022-07-20,False
U00263,Mumbai,Powai,occasional,False,265.83,1,Desserts,2024-04-10,False
U00264,Bangalore,Koramangala,mid_range,False,299.97,7,Biryani,2022-01-25,False
U00265,Pune,Baner,mid_range,False,264.42,3,Desserts,2024-06-13,False
U00266,Chennai,Velachery,mid_range,True,203.76,3,Continental,2022-01-16,True
U00267,Hyderabad,Hitech City,mid_range,False,199.37,4,Street Food,2023-12-21,False
U00268,Hyderabad,Gachibowli,premium,False,677.57,8,Fast Food,2023-02-04,False
U00269,Delhi,Rohini,budget,True,109.85,2,North Indian,2023-11-01,False
U00270,Delhi,Dwarka,mid_range,False,166.31,3,Fast Food,2024-02-02,False
U00271,Chennai,Adyar,budget,True,92.03,2,North Indian,2023-01-11,False
U00272,Chennai,Anna Nagar,mid_range,True,192.8,4,Italian,2022-04-29,False
U00273,Pune,Kothrud,mid_range,False,230.06,7,Beverages,2022-03-18,False
U00274,Pune,Wakad,premium,True,406.93,9,Biryani,2023-10-07,True
U00275,Bangalore,Indiranagar,frequent,False,400.66,17,Biryani,2023-07-25,True
U00276,Bangalore,Koramangala,mid_range,True,336.55,3,Street Food,2024-03-23,False
U00277,Chennai,OMR,premium,False,476.89,11,Beverages,2023-07-13,False
U00278,Hyderabad,Madhapur,mid_range,False,241.7,5,Beverages,2023-04-08,True
U00279,Hyderabad,Jubilee Hills,mid_range,False,282.61,6,North Indian,2023-03-12,False
U00280,Chennai,Velachery,budget,True,145.22,3,Biryani,2022-01-29,False
U00281,Pune,Koregaon Park,budget,False,130.41,1,Biryani,2023-01-03,False
U00282,Delhi,Connaught Place,mid_range,False,325.95,3,Beverages,2024-12-04,False
U00283,Delhi,Dwarka,mid_range,False,196.22,7,North Indian,2024-08-14,False
U00284,Mumbai,Powai,budget,False,97.93,1,Desserts,2022-12-27,False
U00285,Bangalore,Jayanagar,budget,True,89.67,3,Desserts,2023-10-06,False
U00286,Mumbai,Thane,budget,True,115.0,3,Continental,2024-07-16,False
U00287,Bangalore,Indiranagar,frequent,True,271.72,17,South Indian,2023-04-29,True
U00288,Bangalore,Koramangala,mid_range,True,302.0,4,Chinese,2022-01-20,False
U00289,Delhi,Dwarka,mid_range,False,232.14,4,Italian,2022-03-23,False
U00290,Bangalore,Koramangala,budget,True,148.36,2,North Indian,2023-07-13,False
U00291,Mumbai,Bandra,mid_range,False,336.91,4,Desserts,2024-11-27,False
U00292,Mumbai,Andheri,budget,True,134.73,3,Street Food,2024-01-30,True
U00293,Chennai,OMR,budget,True,128.42,3,Chinese,2022-03-19,False
U00294,Delhi,Connaught Place,mid_range,False,228.71,3,Chinese,2022-07-27,False
U00295,Mumbai,Bandra,budget,False,127.02,3,Chinese,2024-04-24,False
U00296,Bangalore,HSR Layout,budget,False,120.25,1,Beverages,2024-07-10,True
U00297,Chennai,T Nagar,budget,False,115.31,1,Continental,2023-11-08,True
U00298,Mumbai,Thane,budget,False,109.92,2,Street Food,2023-12-07,False
U00299,Hyderabad,Banjara Hills,budget,True,132.17,1,South Indian,2022-02-01,False
U00300,Mumbai,Thane,mid_range,False,231.07,4,Street Food,2024-06-26,True
U00301,Mumbai,Thane,occasional,False,155.75,1,Street Food,2024-05-13,False
U00302,Bangalore,Koramangala,mid_range,False,331.85,4,North Indian,2022-10-11,False
U00303,Bangalore,Jayanagar,mid_range,True,300.26,7,Continental,2024-02-16,True
U00304,Hyderabad,Jubilee Hills,budget,False,139.23,1,Fast Food,2022-08-24,False
U00305,Hyderabad,Hitech City,frequent,True,486.89,12,Continental,2022-02-14,False
U00306,Kolkata,Howrah,mid_range,False,217.85,3,Fast Food,2022-08-09,False
U00307,Bangalore,Jayanagar,budget,False,114.03,1,South Indian,2022-07-15,False
U00308,Delhi,Dwarka,mid_range,True,199.71,4,North Indian,2023-01-05,False
U00309,Chennai,Velachery,budget,False,136.62,3,Beverages,2023-04-04,False
U00310,Delhi,Saket,mid_range,True,210.49,7,Chinese,2023-07-11,False
U00311,Bangalore,Indiranagar,mid_range,False,321.45,6,North Indian,2023-06-07,False
U00312,Mumbai,Dadar,occasional,True,146.41,1,Beverages,2022-10-24,False
U00313,Mumbai,Bandra,mid_range,False,339.0,6,North Indian,2022-02-01,False
U00314,Kolkata,New Town,premium,True,565.81,8,Beverages,2023-10-25,False
U00315,Pune,Baner,frequent,False,393.72,14,North Indian,2023-03-10,False
U00316,Hyderabad,Banjara Hills,budget,False,88.4,1,Continental,2022-11-24,False
U00317,Delhi,Saket,budget,False,136.17,3,Continental,2024-08-07,False
U00318,Mumbai,Powai,mid_range,True,177.46,7,Continental,2024-03-28,False
U00319,Mumbai,Dadar,mid_range,False,215.76,6,Chinese,2024-07-28,False
U00320,Delhi,Connaught Place,mid_range,True,300.37,7,Italian,2023-06-27,False
U00321,Bangalore,Koramangala,occasional,True,290.23,1,Biryani,2022-05-24,False
U00322,Hyderabad,Hitech City,premium,True,829.25,5,Fast Food,2024-02-02,True
U00323,Hyderabad,Madhapur,mid_range,False,291.01,6,Continental,2022-08-14,False
U00324,Delhi,Dwarka,mid_range,True,285.54,4,Italian,2023-04-29,False
U00325,Kolkata,Park Street,occasional,True,277.15,1,Fast Food,2022-03-13,False
U00326,Chennai,T Nagar,frequent,True,216.09,16,North Indian,2024-06-22,False
U00327,Bangalore,Jayanagar,occasional,True,205.59,1,South Indian,2022-05-18,False
U00328,Hyderabad,Banjara Hills,budget,True,106.84,1,Beverages,2024-09-15,False
U00329,Delhi,Dwarka,mid_range,False,317.29,5,Italian,2024-08-04,False
U00330,Delhi,Saket,budget,False,93.24,3,Street Food,2023-05-24,True
U00331,Delhi,Lajpat Nagar,budget,False,115.78,2,Desserts,2024-03-26,False
U00332,Chennai,Velachery,budget,True,112.26,3,Italian,2023-11-10,False
U00333,Mumbai,Andheri,mid_range,True,315.91,6,Continental,2024-05-29,False
U00334,Mumbai,Bandra,premium,False,452.7,10,Continental,2023-04-18,True
