order_id,user_id,restaurant_id,order_datetime,meal_time,is_weekend,order_status,payment_method
ORD0000027,U01841,R0145,2024-04-24 13:43:00,lunch,False,delivered,COD
ORD0000028,U00517,R0415,2024-08-29 01:24:00,late_night,False,cancelled,COD
ORD0000029,U00501,R0388,2024-09-20 21:17:00,dinner,False,delivered,UPI
ORD0000030,U01962,R0343,2024-05-10 16:55:00,snack,False,delivered,UPI
ORD0000031,U01908,R0285,2024-09-07 20:24:00,dinner,True,delivered,UPI
ORD0000032,U01753,R0315,2024-11-10 13:40:00,lunch,True,delivered,COD
ORD0000033,U01177,R0410,2024-10-01 21:55:00,dinner,False,delivered,UPI
ORD0000034,U01894,R0272,2024-03-26 18:51:00,snack,False,delivered,UPI
ORD0000035,U01888,R0094,2024-01-09 18:31:00,snack,False,delivered,UPI
ORD0000036,U01286,R0255,2024-05-17 12:53:00,lunch,False,failed,UPI
ORD0000037,U01083,R0002,2024-01-10 20:26:00,dinner,False,delivered,card
ORD0000038,U00306,R0491,2024-12-19 12:24:00,lunch,False,delivered,UPI
ORD0000039,U00041,R0168,2024-03-04 13:43:00,lunch,False,delivered,UPI
ORD0000040,U01574,R0354,2024-12-13 10:00:00,breakfast,False,delivered,UPI
ORD0000041,U01577,R0284,2024-09-28 18:15:00,snack,True,delivered,card
ORD0000042,U00860,R0291,2024-03-27 16:38:00,snack,False,delivered,card
ORD0000043,U00699,R0001,2024-06-15 13:10:00,lunch,True,delivered,UPI
ORD0000044,U00986,R0100,2024-07-29 13:49:00,lunch,False,delivered,UPI
ORD0000045,U00384,R0056,2024-12-21 17:24:00,snack,True,delivered,card
ORD0000046,U01501,R0157,2024-03-26 13:21:00,lunch,False,delivered,card
ORD0000047,U01477,R0392,2024-10-04 10:10:00,breakfast,False,delivered,COD
ORD0000048,U00871,R0129,2024-06-28 15:49:00,lunch,False,delivered,UPI
ORD0000049,U01426,R0412,2024-06-23 20:37:00,dinner,True,delivered,UPI
ORD0000050,U00557,R0301,2024-12-28 14:28:00,lunch,True,delivered,UPI
ORD0000051,U00409,R0322,2024-09-28 22:36:00,dinner,True,delivered,UPI
ORD0000052,U00824,R0343,2024-03-22 17:52:00,snack,False,delivered,card
ORD0000053,U01725,R0492,2024-11-11 22:30:00,dinner,False,delivered,wallet
ORD0000054,U01233,R0290,2024-03-25 09:13:00,breakfast,False,delivered,card
ORD0000055,U01156,R0183,2024-08-12 20:52:00,dinner,False,failed,UPI
ORD0000056,U00197,R0195,2024-06-14 17:49:00,snack,False,delivered,card
ORD0000057,U00967,R0320,2024-12-16 12:11:00,lunch,False,delivered,UPI
ORD0000058,U00402,R0456,2024-05-29 11:05:00,lunch,False,delivered,card
ORD0000059,U00502,R0167,2024-01-19 14:44:00,lunch,False,delivered,COD
ORD0000060,U00094,R0440,2024-08-17 23:01:00,late_night,True,delivered,card
ORD0000061,U00689,R0183,2024-05-22 20:45:00,dinner,False,delivered,card
ORD0000062,U00966,R0389,2024-03-27 14:38:00,lunch,False,delivered,UPI
ORD0000063,U00494,R0273,2024-03-22 21:33:00,dinner,False,delivered,UPI
ORD0000064,U00683,R0253,2024-12-10 22:42:00,dinner,False,delivered,UPI
ORD0000065,U00467,R0221,2024-09-11 13:01:00,lunch,False,delivered,COD
ORD0000066,U01961,R0288,2024-11-29 21:47:00,dinner,False,delivered,card
ORD0000067,U00034,R0354,2024-08-16 08:08:00,breakfast,False,delivered,UPI
ORD0000068,U00157,R0053,2024-06-10 19:41:00,dinner,False,delivered,UPI
ORD0000069,U01158,R0459,2024-11-01 20:04:00,dinner,False,delivered,COD
ORD0000070,U00281,R0119,2024-03-28 21:46:00,dinner,False,delivered,wallet
ORD0000071,U00842,R0444,2024-01-26 17:21:00,snack,False,delivered,wallet
ORD0000072,U00090,R0105,2024-10-28 09:41:00,breakfast,False,delivered,UPI
ORD0000073,U00957,R0212,2024-06-05 17:43:00,snack,False,failed,UPI
ORD0000074,U01096,R0379,2024-04-30 18:52:00,snack,False,delivered,UPI
ORD0000075,U00149,R0053,2024-12-14 09:27:00,breakfast,True,delivered,card
ORD0000076,U01395,R0500,2024-11-02 20:47:00,dinner,True,failed,UPI
ORD0000077,U01124,R0226,2024-04-25 16:49:00,snack,False,delivered,UPI
ORD0000078,U01472,R0070,2024-04-17 11:36:00,lunch,False,delivered,UPI
ORD0000079,U00453,R0378,2024-04-11 20:16:00,dinner,False,delivered,COD
ORD0000080,U00440,R0112,2024-01-25 09:11:00,breakfast,False,delivered,UPI
ORD0000081,U00760,R0050,2024-02-16 20:35:00,dinner,False,delivered,UPI
ORD0000082,U00075,R0132,2024-06-14 22:48:00,dinner,False,delivered,COD
ORD0000083,U00024,R0471,2024-06-26 20:49:00,dinner,False,delivered,card
ORD0000084,U01204,R0210,2024-08-01 19:43:00,dinner,False,delivered,UPI
ORD0000085,U00247,R0144,2024-04-22 14:54:00,lunch,False,delivered,COD
ORD0000086,U01317,R0302,2024-03-07 20:54:00,dinner,False,delivered,COD
ORD0000087,U01823,R0231,2024-02-19 14:05:00,lunch,False,delivered,wallet
ORD0000088,U01830,R0108,2024-02-09 14:35:00,lunch,False,failed,UPI
ORD0000089,U00192,R0175,2024-11-06 12:53:00,lunch,False,cancelled,COD
ORD0000090,U01892,R0122,2024-12-25 18:34:00,snack,False,delivered,COD
ORD0000091,U01253,R0061,2024-12-05 18:49:00,snack,False,delivered,UPI
ORD0000092,U00192,R0413,2024-09-24 14:31:00,lunch,False,delivered,UPI
ORD0000093,U00513,R0406,2024-12-11 21:54:00,dinner,False,delivered,UPI
ORD0000094,U01226,R0275,2024-05-23 07:26:00,breakfast,False,delivered,UPI
ORD0000095,U01529,R0323,2024-03-22 12:15:00,lunch,False,delivered,card
ORD0000096,U01922,R0390,2024-03-08 18:52:00,snack,False,delivered,UPI
ORD0000097,U00494,R0023,2024-01-23 13:03:00,lunch,False,delivered,UPI
ORD0000098,U00975,R0353,2024-01-31 12:43:00,lunch,False,failed,UPI
ORD0000099,U00568,R0278,2024-03-14 13:20:00,lunch,False,delivered,COD
ORD0000100,U00343,R0337,2024-06-13 19:45:00,dinner,False,cancelled,wallet
ORD0000101,U01552,R0357,2024-08-30 13:15:00,lunch,False,delivered,UPI
ORD0000102,U01493,R0004,2024-12-05 19:17:00,dinner,False,delivered,wallet
ORD0000103,U01897,R0432,2024-11-18 18:25:00,snack,False,delivered,UPI
ORD0000104,U01003,R0419,2024-11-29 08:05:00,breakfast,False,delivered,COD
ORD0000105,U00444,R0408,2024-03-27 22:09:00,dinner,False,delivered,UPI
ORD0000106,U00844,R0455,2024-10-23 20:12:00,dinner,False,delivered,UPI
ORD0000107,U00678,R0052,2024-12-17 13:29:00,lunch,False,delivered,UPI
ORD0000108,U00182,R0258,2024-02-09 13:11:00,lunch,False,delivered,card
ORD0000109,U01194,R0118,2024-03-27 23:52:00,late_night,False,cancelled,UPI
ORD0000110,U01895,R0295,2024-12-05 13:36:00,lunch,False,delivered,UPI
ORD0000111,U00569,R0001,2024-10-03 23:06:00,late_night,False,cancelled,card
ORD0000112,U00875,R0357,2024-02-29 08:53:00,breakfast,False,delivered,UPI
ORD0000113,U00715,R0479,2024-06-01 20:47:00,dinner,True,delivered,UPI
ORD0000114,U00731,R0386,2024-06-15 23:15:00,late_night,True,delivered,wallet
ORD0000115,U00927,R0285,2024-11-01 15:29:00,lunch,False,failed,UPI
ORD0000116,U01426,R0085,2024-07-04 19:03:00,dinner,False,delivered,card
ORD0000117,U00056,R0379,2024-05-03 20:35:00,dinner,False,cancelled,card
ORD0000118,U00200,R0322,2024-11-24 21:48:00,dinner,True,delivered,wallet
ORD0000119,U01171,R0011,2024-12-17 20:03:00,dinner,False,delivered,card
ORD0000120,U01367,R0141,2024-02-27 13:05:00,lunch,False,delivered,UPI
ORD0000121,U00395,R0089,2024-09-28 10:56:00,breakfast,True,delivered,UPI
ORD0000122,U01685,R0081,2024-09-22 12:05:00,lunch,True,delivered,COD
ORD0000123,U00480,R0378,2024-06-08 18:26:00,snack,True,delivered,UPI
ORD0000124,U00093,R0376,2024-07-08 21:55:00,dinner,False,delivered,COD
ORD0000125,U00368,R0101,2024-09-14 15:49:00,lunch,True,delivered,UPI
ORD0000126,U01695,R0108,2024-06-10 20:04:00,dinner,False,cancelled,UPI
ORD0000127,U00405,R0068,2024-06-28 20:07:00,dinner,False,delivered,UPI
ORD0000128,U00605,R0236,2024-12-02 22:05:00,dinner,False,delivered,UPI
ORD0000129,U00126,R0339,2024-10-26 11:47:00,lunch,True,delivered,UPI
ORD0000130,U00921,R0116,2024-09-02 21:53:00,dinner,False,cancelled,UPI
ORD0000131,U01267,R0069,2024-02-21 22:24:00,dinner,False,delivered,UPI
ORD0000132,U00065,R0061,2024-03-28 16:53:00,snack,False,delivered,card
ORD0000133,U01487,R0468,2024-08-07 08:20:00,breakfast,False,delivered,UPI
ORD0000134,U01483,R0105,2024-05-07 11:05:00,lunch,False,delivered,UPI
ORD0000135,U00751,R0322,2024-10-12 09:48:00,breakfast,True,failed,card
ORD0000136,U01550,R0451,2024-10-01 13:58:00,lunch,False,delivered,UPI
ORD0000137,U01559,R0154,2024-10-25 13:44:00,lunch,False,failed,UPI
ORD0000138,U01710,R0352,2024-03-20 15:39:00,lunch,False,delivered,COD
ORD0000139,U00885,R0079,2024-08-25 12:40:00,lunch,True,delivered,card
ORD0000140,U01409,R0033,2024-12-26 11:19:00,lunch,False,delivered,UPI
ORD0000141,U01708,R0462,2024-08-02 13:56:00,lunch,False,failed,card
ORD0000142,U00326,R0243,2024-02-13 13:48:00,lunch,False,delivered,UPI
ORD0000143,U00775,R0004,2024-08-30 22:25:00,dinner,False,delivered,UPI
ORD0000144,U00351,R0192,2024-07-20 09:27:00,breakfast,True,delivered,UPI
ORD0000145,U00072,R0273,2024-11-04 12:30:00,lunch,False,delivered,UPI
ORD0000146,U00359,R0351,2024-08-02 14:48:00,lunch,False,delivered,card
ORD0000147,U01727,R0458,2024-06-02 08:59:00,breakfast,True,delivered,UPI
ORD0000148,U00861,R0056,2024-05-19 21:15:00,dinner,True,cancelled,COD
ORD0000149,U00174,R0392,2024-06-01 19:55:00,dinner,True,delivered,UPI
ORD0000150,U00323,R0109,2024-11-08 11:59:00,lunch,False,delivered,UPI
ORD0000151,U00150,R0079,2024-02-11 20:57:00,dinner,True,delivered,UPI
ORD0000152,U00851,R0056,2024-06-02 13:23:00,lunch,True,delivered,UPI
ORD0000153,U00891,R0118,2024-12-15 17:00:00,snack,True,cancelled,COD
ORD0000154,U01433,R0417,2024-05-26 19:51:00,dinner,True,delivered,UPI
ORD0000155,U00341,R0137,2024-03-08 19:00:00,dinner,False,delivered,UPI
ORD0000156,U01462,R0267,2024-09-29 19:44:00,dinner,True,delivered,UPI
ORD0000157,U01462,R0285,2024-04-26 17:53:00,snack,False,delivered,UPI
ORD0000158,U01811,R0347,2024-08-07 21:01:00,dinner,False,delivered,UPI
ORD0000159,U01088,R0487,2024-03-15 17:03:00,snack,False,delivered,UPI
ORD0000160,U01846,R0478,2024-12-04 11:17:00,lunch,False,delivered,UPI
ORD0000161,U01212,R0461,2024-03-27 20:07:00,dinner,False,delivered,card
ORD0000162,U01970,R0470,2024-10-01 09:39:00,breakfast,False,delivered,UPI
ORD0000163,U01200,R0169,2024-09-21 13:16:00,lunch,True,delivered,wallet
ORD0000164,U01816,R0232,2024-07-25 21:17:00,dinner,False,delivered,wallet
ORD0000165,U00323,R0425,2024-01-10 17:01:00,snack,False,delivered,COD
ORD0000166,U01218,R0273,2024-06-10 13:36:00,lunch,False,failed,card
ORD0000167,U01353,R0291,2024-10-11 08:09:00,breakfast,False,delivered,card
ORD0000168,U00442,R0489,2024-05-24 14:50:00,lunch,False,delivered,card
ORD0000169,U00920,R0218,2024-03-19 13:23:00,lunch,False,delivered,UPI
ORD0000170,U00353,R0313,2024-07-25 14:30:00,lunch,False,delivered,UPI
ORD0000171,U01714,R0407,2024-01-29 19:10:00,dinner,False,delivered,wallet
ORD0000172,U00912,R0143,2024-08-19 06:19:00,breakfast,False,delivered,UPI
ORD0000173,U00647,R0134,2024-12-16 13:05:00,lunch,False,delivered,UPI
ORD0000174,U01242,R0110,2024-10-31 14:51:00,lunch,False,delivered,UPI
ORD0000175,U01897,R0376,2024-04-05 17:56:00,snack,False,delivered,UPI
ORD0000176,U01635,R0396,2024-06-27 20:07:00,dinner,False,delivered,UPI
ORD0000177,U01712,R0011,2024-12-26 12:01:00,lunch,False,delivered,UPI
ORD0000178,U00402,R0208,2024-08-23 22:36:00,dinner,False,cancelled,card
ORD0000179,U00606,R0193,2024-10-15 15:01:00,lunch,False,delivered,wallet
ORD0000180,U01583,R0275,2024-03-18 14:11:00,lunch,False,delivered,card
ORD0000181,U00953,R0475,2024-04-14 21:23:00,dinner,True,delivered,card
ORD0000182,U00187,R0448,2024-05-20 19:42:00,dinner,False,delivered,card
ORD0000183,U01191,R0060,2024-04-04 19:51:00,dinner,False,delivered,UPI
ORD0000184,U01632,R0356,2024-10-07 19:19:00,dinner,False,delivered,card
ORD0000185,U00260,R0462,2024-11-23 21:01:00,dinner,True,delivered,UPI
ORD0000186,U00111,R0118,2024-04-23 21:42:00,dinner,False,delivered,UPI
ORD0000187,U01510,R0359,2024-04-12 10:31:00,breakfast,False,delivered,UPI
ORD0000188,U01093,R0487,2024-11-13 08:20:00,breakfast,False,delivered,COD
ORD0000189,U01756,R0058,2024-10-27 21:00:00,dinner,True,delivered,wallet
ORD0000190,U01148,R0246,2024-05-23 00:03:00,late_night,False,delivered,COD
ORD0000191,U00809,R0466,2024-05-16 16:25:00,snack,False,delivered,UPI
ORD0000192,U01331,R0298,2024-08-19 11:48:00,lunch,False,delivered,UPI
ORD0000193,U01460,R0378,2024-02-15 10:19:00,breakfast,False,delivered,UPI
ORD0000194,U01673,R0070,2024-03-17 20:55:00,dinner,True,delivered,UPI
ORD0000195,U00109,R0266,2024-12-17 12:26:00,lunch,False,delivered,COD
ORD0000196,U00369,R0276,2024-02-03 11:58:00,lunch,True,delivered,UPI
ORD0000197,U01794,R0119,2024-02-09 20:42:00,dinner,False,delivered,card
ORD0000198,U01637,R0065,2024-01-12 12:27:00,lunch,False,delivered,UPI
ORD0000199,U00493,R0465,2024-08-17 09:14:00,breakfast,True,failed,UPI
ORD0000200,U00104,R0261,2024-12-02 13:26:00,lunch,False,delivered,card
ORD0000201,U01758,R0311,2024-11-04 05:49:00,late_night,False,delivered,UPI
ORD0000202,U01114,R0453,2024-10-06 17:08:00,snack,True,delivered,UPI
ORD0000203,U00152,R0124,2024-09-13 20:12:00,dinner,False,delivered,card
ORD0000204,U01104,R0283,2024-04-22 22:18:00,dinner,False,delivered,card
ORD0000205,U00172,R0174,2024-02-17 21:06:00,dinner,True,delivered,UPI
ORD0000206,U01076,R0276,2024-10-18 11:59:00,lunch,False,delivered,UPI
ORD0000207,U00192,R0133,2024-04-27 12:35:00,lunch,True,delivered,wallet
ORD0000208,U00535,R0171,2024-09-24 09:02:00,breakfast,False,delivered,UPI
ORD0000209,U01125,R0070,2024-04-11 12:15:00,lunch,False,delivered,COD
ORD0000210,U01696,R0092,2024-08-11 09:51:00,breakfast,True,delivered,COD
ORD0000211,U00091,R0219,2024-03-21 19:20:00,dinner,False,delivered,COD
ORD0000212,U01005,R0436,2024-07-26 10:15:00,breakfast,False,delivered,COD
ORD0000213,U01717,R0106,2024-10-01 21:59:00,dinner,False,delivered,UPI
ORD0000214,U00287,R0412,2024-05-24 13:20:00,lunch,False,delivered,COD
ORD0000215,U01618,R0113,2024-07-08 14:05:00,lunch,False,delivered,wallet
ORD0000216,U01432,R0326,2024-02-08 19:17:00,dinner,False,delivered,card
ORD0000217,U00184,R0266,2024-02-02 20:29:00,dinner,False,delivered,COD
ORD0000218,U00303,R0320,2024-01-11 17:32:00,snack,False,delivered,UPI
ORD0000219,U00906,R0037,2024-02-12 10:01:00,breakfast,False,delivered,UPI
ORD0000220,U00865,R0370,2024-08-14 18:43:00,snack,False,delivered,UPI
ORD0000221,U01299,R0280,2024-07-13 20:09:00,dinner,True,delivered,UPI
ORD0000222,U00165,R0378,2024-06-24 20:10:00,dinner,False,delivered,UPI
ORD0000223,U01557,R0165,2024-03-31 09:07:00,breakfast,True,delivered,card
ORD0000224,U00944,R0085,2024-02-29 19:15:00,dinner,False,delivered,COD
ORD0000225,U01396,R0142,2024-08-26 22:40:00,dinner,False,delivered,UPI
ORD0000226,U01736,R0173,2024-05-24 21:07:00,dinner,False,delivered,card
ORD0000227,U00062,R0017,2024-06-23 20:06:00,dinner,True,delivered,UPI
ORD0000228,U01568,R0006,2024-07-19 13:01:00,lunch,False,delivered,UPI
ORD0000229,U01598,R0014,2024-09-26 11:27:00,lunch,False,delivered,COD
ORD0000230,U01588,R0341,2024-01-05 12:08:00,lunch,False,failed,UPI
ORD0000231,U01415,R0013,2024-01-19 07:09:00,breakfast,False,delivered,UPI
ORD0000232,U01768,R0415,2024-04-16 12:40:00,lunch,False,delivered,UPI
ORD0000233,U01481,R0016,2024-08-23 14:53:00,lunch,False,delivered,card
ORD0000234,U00172,R0166,2024-01-30 19:00:00,dinner,False,delivered,COD
ORD0000235,U00338,R0388,2024-02-23 20:36:00,dinner,False,delivered,UPI
ORD0000236,U01521,R0414,2024-05-09 00:15:00,late_night,False,delivered,UPI
ORD0000237,U01305,R0300,2024-10-14 11:12:00,lunch,False,delivered,card
ORD0000238,U00167,R0043,2024-08-02 16:07:00,snack,False,delivered,COD
ORD0000239,U01409,R0098,2024-03-28 14:12:00,lunch,False,delivered,UPI
ORD0000240,U00985,R0488,2024-10-27 20:30:00,dinner,True,delivered,wallet
ORD0000241,U01650,R0051,2024-01-04 14:22:00,lunch,False,delivered,COD
ORD0000242,U00900,R0402,2024-08-01 14:44:00,lunch,False,delivered,UPI
ORD0000243,U01832,R0276,2024-10-14 16:57:00,snack,False,delivered,UPI
ORD0000244,U01327,R0191,2024-06-28 14:17:00,lunch,False,delivered,card
ORD0000245,U00118,R0404,2024-11-20 17:55:00,snack,False,delivered,UPI
ORD0000246,U01292,R0384,2024-06-13 12:58:00,lunch,False,delivered,card
ORD0000247,U01984,R0310,2024-12-08 19:31:00,dinner,True,delivered,COD
ORD0000248,U00053,R0369,2024-04-23 23:32:00,late_night,False,delivered,UPI
ORD0000249,U00307,R0181,2024-09-24 19:57:00,dinner,False,delivered,wallet
ORD0000250,U00641,R0195,2024-02-18 19:26:00,dinner,True,delivered,UPI
ORD0000251,U01377,R0059,2024-10-22 20:51:00,dinner,False,delivered,wallet
ORD0000252,U01628,R0469,2024-06-19 13:21:00,lunch,False,delivered,UPI
ORD0000253,U01033,R0331,2024-06-05 13:58:00,lunch,False,delivered,UPI
ORD0000254,U00594,R0386,2024-05-24 18:18:00,snack,False,delivered,card
ORD0000255,U00599,R0134,2024-01-17 11:00:00,lunch,False,delivered,UPI
ORD0000256,U00327,R0044,2024-02-20 17:30:00,snack,False,delivered,wallet
ORD0000257,U01118,R0417,2024-10-20 14:27:00,lunch,True,delivered,UPI
ORD0000258,U00303,R0308,2024-07-11 18:26:00,snack,False,delivered,UPI
ORD0000259,U01369,R0296,2024-05-06 21:29:00,dinner,False,delivered,wallet
ORD0000260,U01106,R0245,2024-09-11 18:40:00,snack,False,delivered,UPI
ORD0000261,U00589,R0252,2024-06-16 13:56:00,lunch,True,delivered,COD
ORD0000262,U01070,R0467,2024-09-19 17:41:00,snack,False,delivered,COD
ORD0000263,U01573,R0040,2024-01-13 09:34:00,breakfast,True,cancelled,UPI
ORD0000264,U00309,R0090,2024-01-15 19:31:00,dinner,False,delivered,UPI
ORD0000265,U01689,R0391,2024-12-21 13:11:00,lunch,True,delivered,UPI
ORD0000266,U00592,R0257,2024-07-31 13:26:00,lunch,False,delivered,card
ORD0000267,U01274,R0404,2024-01-14 11:12:00,lunch,True,failed,UPI
ORD0000268,U00087,R0161,2024-08-23 07:40:00,breakfast,False,delivered,card
ORD0000269,U00778,R0241,2024-05-03 13:56:00,lunch,False,delivered,UPI
ORD0000270,U00083,R0260,2024-06-25 18:04:00,snack,False,delivered,UPI
ORD0000271,U00891,R0240,2024-08-18 16:04:00,snack,True,delivered,UPI
ORD0000272,U00054,R0023,2024-09-05 11:00:00,lunch,False,cancelled,card
ORD0000273,U01228,R0026,2024-06-15 21:09:00,dinner,True,cancelled,wallet
ORD0000274,U00006,R0339,2024-02-07 18:10:00,snack,False,cancelled,card
ORD0000275,U00536,R0454,2024-05-06 12:46:00,lunch,False,cancelled,UPI
ORD0000276,U00504,R0194,2024-04-30 22:56:00,dinner,False,delivered,UPI
ORD0000277,U00708,R0326,2024-05-28 22:34:00,dinner,False,delivered,card
ORD0000278,U00700,R0046,2024-02-28 19:50:00,dinner,False,cancelled,card
ORD0000279,U00741,R0371,2024-05-27 19:18:00,dinner,False,delivered,UPI
ORD0000280,U01057,R0141,2024-01-11 14:51:00,lunch,False,delivered,COD
ORD0000281,U01086,R0077,2024-08-26 14:38:00,lunch,False,delivered,card
ORD0000282,U00830,R0194,2024-06-18 21:54:00,dinner,False,delivered,COD
ORD0000283,U01154,R0063,2024-01-16 16:05:00,snack,False,delivered,UPI
ORD0000284,U00483,R0212,2024-10-14 17:35:00,snack,False,delivered,UPI
ORD0000285,U00306,R0409,2024-10-31 21:36:00,dinner,False,delivered,UPI
ORD0000286,U00552,R0262,2024-08-18 12:41:00,lunch,True,delivered,wallet
ORD0000287,U00467,R0165,2024-11-01 17:13:00,snack,False,delivered,card
ORD0000288,U00757,R0339,2024-07-27 20:34:00,dinner,True,delivered,UPI
ORD0000289,U00101,R0188,2024-08-10 17:55:00,snack,True,delivered,card
ORD0000290,U00636,R0421,2024-07-07 19:04:00,dinner,True,delivered,wallet
ORD0000291,U00349,R0402,2024-09-09 19:27:00,dinner,False,cancelled,UPI
ORD0000292,U01182,R0193,2024-10-17 09:18:00,breakfast,False,delivered,UPI
ORD0000293,U01495,R0022,2024-04-22 16:48:00,snack,False,cancelled,UPI
ORD0000294,U01132,R0366,2024-04-09 23:15:00,late_night,False,delivered,UPI
ORD0000295,U00081,R0321,2024-03-08 13:42:00,lunch,False,delivered,wallet
ORD0000296,U00963,R0028,2024-01-25 17:01:00,snack,False,delivered,UPI
ORD0000297,U00833,R0107,2024-08-04 20:25:00,dinner,True,delivered,card
ORD0000298,U00493,R0211,2024-02-23 12:43:00,lunch,False,delivered,card
ORD0000299,U01234,R0439,2024-12-01 19:58:00,dinner,True,failed,COD
ORD0000300,U01258,R0286,2024-02-19 12:34:00,lunch,False,delivered,card
ORD0000301,U00943,R0317,2024-03-19 22:47:00,dinner,False,delivered,COD
ORD0000302,U00728,R0403,2024-02-09 19:02:00,dinner,False,delivered,card
ORD0000303,U00035,R0396,2024-11-17 11:11:00,lunch,True,cancelled,card
ORD0000304,U01279,R0399,2024-04-19 22:58:00,dinner,False,delivered,card
ORD0000305,U01304,R0488,2024-05-14 13:19:00,lunch,False,delivered,UPI
ORD0000306,U01923,R0439,2024-06-16 19:38:00,dinner,True,delivered,UPI
ORD0000307,U01894,R0270,2024-07-25 11:09:00,lunch,False,cancelled,UPI
ORD0000308,U00379,R0065,2024-08-17 01:13:00,late_night,True,delivered,card
ORD0000309,U00133,R0032,2024-08-20 15:02:00,lunch,False,delivered,card
ORD0000310,U00549,R0411,2024-08-10 12:42:00,lunch,True,delivered,UPI
ORD0000311,U00097,R0476,2024-04-14 08:25:00,breakfast,True,delivered,card
ORD0000312,U00251,R0444,2024-01-26 13:05:00,lunch,False,delivered,COD
ORD0000313,U00803,R0130,2024-07-05 07:48:00,breakfast,False,delivered,card
ORD0000314,U01710,R0271,2024-04-16 22:53:00,dinner,False,delivered,UPI
ORD0000315,U00255,R0456,2024-05-04 12:17:00,lunch,True,delivered,COD
ORD0000316,U01139,R0469,2024-02-15 20:35:00,dinner,False,delivered,wallet
ORD0000317,U01084,R0379,2024-06-19 14:51:00,lunch,False,delivered,UPI
ORD0000318,U00011,R0134,2024-05-24 15:49:00,lunch,False,delivered,COD
ORD0000319,U01282,R0376,2024-10-09 19:44:00,dinner,False,delivered,UPI
ORD0000320,U00530,R0493,2024-09-14 16:17:00,snack,True,delivered,wallet
ORD0000321,U01756,R0330,2024-03-03 20:20:00,dinner,True,delivered,wallet
ORD0000322,U00364,R0281,2024-04-19 15:11:00,lunch,False,delivered,UPI
ORD0000323,U01943,R0243,2024-08-11 19:27:00,dinner,True,delivered,UPI
ORD0000324,U01021,R0451,2024-12-02 13:46:00,lunch,False,delivered,card
ORD0000325,U01907,R0128,2024-11-19 13:37:00,lunch,False,cancelled,UPI
ORD0000326,U01057,R0100,2024-11-25 21:55:00,dinner,False,delivered,COD
ORD0000327,U00775,R0368,2024-11-03 19:31:00,dinner,True,delivered,card
ORD0000328,U01565,R0097,2024-03-07 13:55:00,lunch,False,delivered,card
ORD0000329,U01083,R0332,2024-06-29 20:25:00,dinner,True,delivered,UPI
ORD0000330,U00132,R0205,2024-04-04 22:19:00,dinner,False,failed,UPI
ORD0000331,U00549,R0125,2024-05-17 18:49:00,snack,False,delivered,card
ORD0000332,U00318,R0345,2024-04-05 07:21:00,breakfast,False,delivered,UPI
ORD0000333,U00135,R0073,2024-08-30 14:00:00,lunch,False,delivered,UPI
ORD0000334,U01427,R0205,2024-09-12 12:09:00,lunch,False,delivered,card
ORD0000335,U01268,R0348,2024-04-17 12:09:00,lunch,False,delivered,UPI
ORD0000336,U00605,R0372,2024-03-02 21:00:00,dinner,True,delivered,wallet
