order_id,item_id,quantity,price,category,item_name,line_total
ORD0000048,I001770,1,77.0,side_dish,Steamed Rice,77.0
ORD0000048,I001776,2,68.0,beverage,Mango Lassi,136.0
ORD0000048,I001767,1,30.0,snack,Veg Sandwich,30.0
ORD0000049,I005781,1,82.0,dessert,Halwa,82.0
ORD0000049,I005794,1,104.0,main_course,Paneer Butter Masala,104.0
ORD0000050,I004193,1,435.0,main_course,Chole Bhature,435.0
ORD0000050,I004194,1,473.0,side_dish,Coleslaw,473.0
ORD0000050,I004195,1,216.0,main_course,Rajma Chawal,216.0
ORD0000050,I004197,2,119.0,main_course,Paneer Butter Masala,238.0
ORD0000050,I004198,1,358.0,side_dish,Green Salad,358.0
ORD0000051,I004523,1,75.0,beverage,Sprite,75.0
ORD0000051,I004512,1,202.0,snack,Sev Puri,202.0
ORD0000052,I004836,1,100.0,side_dish,Laccha Paratha,100.0
ORD0000052,I004829,1,156.0,starter,Samosa (2 pcs),156.0
ORD0000052,I004833,1,157.0,beverage,Mango Lassi,157.0
ORD0000052,I004840,1,218.0,dessert,Ice Cream (Chocolate),218.0
ORD0000053,I006867,1,402.0,main_course,Egg Curry,402.0
ORD0000054,I004057,1,151.0,starter,Onion Rings,151.0
ORD0000056,I002711,2,165.0,side_dish,Laccha Paratha,330.0
ORD0000056,I002710,2,218.0,beverage,Buttermilk,436.0
ORD0000056,I002700,2,456.0,beverage,Rose Sharbat,912.0
ORD0000057,I004486,1,122.0,side_dish,Salan,122.0
ORD0000057,I004481,1,68.0,dessert,Ice Cream (Vanilla),68.0
ORD0000057,I004488,3,244.0,side_dish,Butter Naan,732.0
ORD0000058,I006380,1,94.0,starter,Chicken Wings,94.0
ORD0000058,I006384,2,136.0,side_dish,Garlic Bread,272.0
ORD0000058,I006393,1,101.0,starter,Samosa (2 pcs),101.0
ORD0000058,I006394,1,73.0,side_dish,Laccha Paratha,73.0
ORD0000059,I002314,1,299.0,main_course,Rajma Chawal,299.0
ORD0000059,I002308,3,646.0,snack,French Fries,1938.0
ORD0000060,I006157,1,121.0,snack,Chicken Sandwich,121.0
ORD0000060,I006163,1,48.0,dessert,Chocolate Mousse,48.0
ORD0000061,I002543,1,51.0,main_course,Chole Bhature,51.0
ORD0000061,I002551,2,97.0,dessert,Fruit Custard,194.0
ORD0000062,I005469,1,73.0,starter,Samosa (2 pcs),73.0
ORD0000062,I005471,1,38.0,dessert,Halwa,38.0
ORD0000063,I003808,1,71.0,snack,Veg Wrap,71.0
ORD0000063,I003814,1,141.0,snack,Veg Wrap,141.0
ORD0000063,I003809,1,98.0,snack,French Fries,98.0
ORD0000064,I003521,1,82.0,starter,Veg Seekh Kebab,82.0
ORD0000065,I003066,1,118.0,snack,Garlic Bread (plain),118.0
ORD0000065,I003074,1,358.0,starter,Samosa (2 pcs),358.0
ORD0000066,I004034,1,554.0,dessert,Kheer,554.0
ORD0000066,I004035,1,393.0,starter,Chicken Tikka,393.0
ORD0000066,I004029,1,497.0,beverage,Mango Lassi,497.0
ORD0000066,I004037,2,420.0,snack,Veg Wrap,840.0
ORD0000066,I004028,1,463.0,main_course,Dal Makhani,463.0
ORD0000067,I004996,1,111.0,snack,Sev Puri,111.0
ORD0000067,I005007,1,96.0,beverage,Rose Sharbat,96.0
ORD0000067,I005013,1,114.0,starter,Aloo Tikki,114.0
ORD0000068,I000745,1,327.0,dessert,Fruit Custard,327.0
ORD0000068,I000748,1,142.0,snack,Popcorn Chicken,142.0
ORD0000068,I000751,1,443.0,dessert,Chocolate Mousse,443.0
ORD0000069,I006428,1,383.0,snack,Sev Puri,383.0
ORD0000069,I006436,1,196.0,main_course,Masala Dosa,196.0
ORD0000070,I001633,1,584.0,side_dish,Jeera Rice,584.0
ORD0000070,I001630,1,792.0,main_course,Dal Makhani,792.0
ORD0000071,I006200,1,134.0,main_course,Rajma Chawal,134.0
ORD0000071,I006208,1,153.0,dessert,Brownie,153.0
ORD0000071,I006212,1,166.0,main_course,Masala Dosa,166.0
ORD0000072,I001448,3,61.0,beverage,Buttermilk,183.0
ORD0000072,I001451,2,77.0,beverage,Mango Lassi,154.0
ORD0000072,I001450,1,103.0,beverage,Mango Shake,103.0
ORD0000072,I001447,2,71.0,side_dish,Coleslaw,142.0
ORD0000074,I005335,1,214.0,snack,Corn on the Cob,214.0
ORD0000074,I005343,2,213.0,starter,Aloo Tikki,426.0
ORD0000074,I005336,1,269.0,dessert,Fruit Custard,269.0
ORD0000075,I000745,1,327.0,dessert,Fruit Custard,327.0
ORD0000075,I000751,1,443.0,dessert,Chocolate Mousse,443.0
ORD0000075,I000744,1,201.0,starter,Chicken Tikka,201.0
ORD0000077,I003133,1,139.0,beverage,Rose Sharbat,139.0
ORD0000077,I003134,1,200.0,starter,Chicken Tikka,200.0
ORD0000077,I003135,1,341.0,beverage,Mango Lassi,341.0
ORD0000077,I003132,1,152.0,main_course,Paneer Butter Masala,152.0
ORD0000078,I000972,1,92.0,side_dish,Pita Bread,92.0
ORD0000078,I000969,1,243.0,side_dish,Green Salad,243.0
ORD0000079,I005328,1,284.0,side_dish,Garlic Bread,284.0
ORD0000079,I005321,1,236.0,dessert,Gajar Ka Halwa,236.0
ORD0000080,I001532,1,266.0,dessert,Halwa,266.0
ORD0000080,I001542,1,178.0,starter,Veg Seekh Kebab,178.0
ORD0000081,I000713,1,80.0,main_course,Veg Biryani,80.0
ORD0000081,I000717,2,229.0,snack,Nachos,458.0
ORD0000082,I001824,1,327.0,beverage,Rose Sharbat,327.0
ORD0000082,I001817,1,168.0,main_course,Dal Makhani,168.0
ORD0000083,I006594,1,405.0,snack,Garlic Bread (plain),405.0
ORD0000083,I006595,1,318.0,starter,Pav Bhaji,318.0
ORD0000084,I002909,1,254.0,beverage,Rose Sharbat,254.0
ORD0000084,I002913,1,236.0,main_course,Pasta Arrabiata,236.0
ORD0000085,I001990,1,64.0,snack,Corn on the Cob,64.0
ORD0000085,I001986,1,73.0,main_course,Pasta Arrabiata,73.0
ORD0000085,I001991,2,55.0,starter,Crispy Corn,110.0
ORD0000086,I004211,1,420.0,side_dish,Papad,420.0
ORD0000086,I004217,1,869.0,main_course,Pasta Arrabiata,869.0
ORD0000086,I004207,2,905.0,starter,Aloo Tikki,1810.0
ORD0000087,I003207,3,159.0,snack,Veg Wrap,477.0
ORD0000090,I001670,1,85.0,dessert,Gulab Jamun,85.0
ORD0000090,I001664,1,171.0,dessert,Chocolate Mousse,171.0
ORD0000090,I001672,1,53.0,beverage,Buttermilk,53.0
ORD0000091,I000854,1,172.0,starter,Crispy Corn,172.0
ORD0000092,I005802,3,137.0,dessert,Cheesecake Slice,411.0
ORD0000092,I005808,1,250.0,beverage,Sweet Lassi,250.0
ORD0000092,I005798,1,283.0,side_dish,Jeera Rice,283.0
ORD0000093,I005689,2,231.0,starter,Onion Rings,462.0
ORD0000093,I005698,1,338.0,snack,Corn on the Cob,338.0
ORD0000093,I005691,1,461.0,starter,Fish Tikka,461.0
ORD0000094,I003835,1,95.0,side_dish,Green Salad,95.0
ORD0000094,I003847,1,158.0,snack,Chicken Sandwich,158.0
ORD0000095,I004540,1,30.0,beverage,Fresh Lime Soda,30.0
ORD0000095,I004536,1,60.0,snack,Nachos,60.0
ORD0000095,I004530,1,117.0,side_dish,Steamed Rice,117.0
ORD0000096,I005487,1,415.0,snack,Bhel Puri,415.0
ORD0000096,I005484,1,125.0,beverage,Sprite,125.0
ORD0000097,I000332,1,137.0,main_course,Veg Biryani,137.0
ORD0000097,I000335,1,135.0,dessert,Ice Cream (Vanilla),135.0
ORD0000097,I000324,1,173.0,dessert,Kheer,173.0
ORD0000099,I003888,1,218.0,dessert,Rasgulla,218.0
ORD0000099,I003887,1,166.0,snack,Garlic Bread (plain),166.0
ORD0000099,I003900,2,199.0,side_dish,Garlic Naan,398.0
ORD0000101,I005059,2,118.0,starter,Fish Tikka,236.0
ORD0000101,I005046,1,250.0,side_dish,Laccha Paratha,250.0
ORD0000101,I005062,1,114.0,main_course,Hakka Noodles,114.0
ORD0000102,I000058,1,462.0,starter,Veg Seekh Kebab,462.0
ORD0000102,I000048,1,975.0,side_dish,Pita Bread,975.0
ORD0000102,I000056,1,1020.0,dessert,Cheesecake Slice,1020.0
ORD0000103,I006044,1,207.0,main_course,Mutton Biryani,207.0
ORD0000103,I006045,1,232.0,beverage,Masala Chai,232.0
ORD0000103,I006046,1,255.0,starter,Chicken Wings,255.0
ORD0000104,I005878,1,179.0,beverage,Sprite,179.0
ORD0000104,I005888,1,71.0,main_course,Fish Curry,71.0
ORD0000104,I005874,1,165.0,beverage,Mineral Water,165.0
ORD0000105,I005725,2,284.0,beverage,Buttermilk,568.0
ORD0000105,I005727,1,438.0,beverage,Coca-Cola,438.0
ORD0000106,I006371,3,63.0,main_course,Mutton Biryani,189.0
ORD0000106,I006366,1,229.0,snack,French Fries,229.0
ORD0000107,I000743,1,184.0,dessert,Fruit Custard,184.0
ORD0000107,I000742,1,82.0,starter,Pav Bhaji,82.0
ORD0000107,I000739,1,186.0,main_course,Chicken Pizza,186.0
ORD0000107,I000740,1,100.0,main_course,Chole Bhature,100.0
ORD0000108,I003593,1,1043.0,side_dish,Green Salad,1043.0
ORD0000108,I003590,1,1134.0,main_course,Pasta Arrabiata,1134.0
ORD0000110,I004127,1,265.0,side_dish,Garlic Naan,265.0
ORD0000110,I004123,1,168.0,starter,Fish Tikka,168.0
ORD0000110,I004124,1,232.0,starter,Paneer Tikka,232.0
ORD0000112,I005049,1,105.0,beverage,Watermelon Juice,105.0
ORD0000112,I005055,2,124.0,side_dish,Garlic Bread,248.0
ORD0000112,I005059,1,118.0,starter,Fish Tikka,118.0
ORD0000112,I005056,2,162.0,side_dish,Steamed Rice,324.0
ORD0000112,I005051,1,67.0,dessert,Rasgulla,67.0
ORD0000113,I006709,1,117.0,side_dish,Laccha Paratha,117.0
ORD0000113,I006706,2,92.0,side_dish,Butter Naan,184.0
ORD0000114,I005426,1,62.0,starter,Chicken Nuggets,62.0
ORD0000114,I005428,1,80.0,snack,Veg Sandwich,80.0
ORD0000114,I005429,1,167.0,dessert,Kheer,167.0
ORD0000116,I001168,1,851.0,side_dish,Pita Bread,851.0
ORD0000118,I004509,1,54.0,beverage,Mineral Water,54.0
ORD0000119,I000152,1,141.0,main_course,Chicken Pizza,141.0
ORD0000119,I000143,1,143.0,main_course,Margherita Pizza,143.0
ORD0000119,I000149,2,68.0,starter,Crispy Corn,136.0
ORD0000120,I001945,1,961.0,main_course,Veg Biryani,961.0
ORD0000121,I001228,3,751.0,snack,Mini Burgers,2253.0
ORD0000122,I001112,1,92.0,side_dish,Jeera Rice,92.0
ORD0000122,I001115,1,70.0,side_dish,Garlic Naan,70.0
ORD0000123,I005322,1,265.0,side_dish,Green Salad,265.0
ORD0000123,I005316,1,237.0,main_course,Chicken Pizza,237.0
ORD0000123,I005332,2,292.0,main_course,Margherita Pizza,584.0
ORD0000124,I005298,1,330.0,side_dish,Steamed Rice,330.0
ORD0000125,I001383,1,540.0,beverage,Cold Coffee,540.0
ORD0000125,I001395,1,367.0,side_dish,Garlic Naan,367.0
ORD0000125,I001384,1,466.0,snack,French Fries,466.0
ORD0000125,I001382,1,263.0,dessert,Fruit Custard,263.0
ORD0000125,I001385,1,486.0,side_dish,Jeera Rice,486.0
ORD0000127,I000953,1,167.0,main_course,Rajma Chawal,167.0
ORD0000127,I000950,2,296.0,dessert,Ice Cream (Chocolate),592.0
ORD0000128,I003280,2,109.0,starter,Onion Rings,218.0
ORD0000128,I003290,1,185.0,side_dish,Raita,185.0
ORD0000128,I003281,1,130.0,snack,Garlic Bread (plain),130.0
ORD0000129,I004778,1,176.0,snack,Mini Burgers,176.0
ORD0000129,I004784,1,147.0,starter,Veg Spring Rolls,147.0
ORD0000131,I000960,1,134.0,snack,Chicken Sandwich,134.0
ORD0000131,I000956,1,73.0,side_dish,Garlic Naan,73.0
ORD0000132,I000867,1,155.0,side_dish,Butter Naan,155.0
ORD0000132,I000849,1,368.0,main_course,Veg Biryani,368.0
ORD0000133,I006547,1,154.0,side_dish,Papad,154.0
ORD0000133,I006560,1,359.0,beverage,Mineral Water,359.0
ORD0000134,I001453,1,124.0,snack,Masala Fries,124.0
ORD0000134,I001454,1,99.0,dessert,Halwa,99.0
ORD0000134,I001447,1,71.0,side_dish,Coleslaw,71.0
ORD0000136,I006311,1,172.0,dessert,Chocolate Mousse,172.0
ORD0000136,I006304,1,160.0,snack,Garlic Bread (plain),160.0
ORD0000136,I006308,2,74.0,snack,Popcorn Chicken,148.0
ORD0000138,I004978,2,616.0,side_dish,Garlic Bread,1232.0
ORD0000138,I004975,1,1254.0,starter,Chicken Nuggets,1254.0
ORD0000139,I001091,1,719.0,starter,Chicken Tikka,719.0
ORD0000139,I001094,1,711.0,snack,Veg Wrap,711.0
ORD0000139,I001090,1,319.0,beverage,Rose Sharbat,319.0
ORD0000140,I000483,2,103.0,starter,Fish Tikka,206.0
ORD0000140,I000484,1,234.0,snack,Nachos,234.0
ORD0000140,I000482,2,207.0,dessert,Chocolate Mousse,414.0
ORD0000140,I000485,1,223.0,dessert,Gulab Jamun,223.0
ORD0000142,I003382,1,47.0,dessert,Halwa,47.0
ORD0000142,I003381,1,123.0,starter,Samosa (2 pcs),123.0
ORD0000142,I003393,1,56.0,main_course,Egg Curry,56.0
ORD0000142,I003388,1,84.0,starter,Chicken Tikka,84.0
ORD0000143,I000053,1,566.0,beverage,Sweet Lassi,566.0
ORD0000143,I000047,1,759.0,starter,Crispy Corn,759.0
ORD0000144,I002674,2,170.0,main_course,Fried Rice,340.0
ORD0000144,I002667,1,180.0,dessert,Kheer,180.0
ORD0000145,I003801,1,101.0,snack,French Fries,101.0
ORD0000145,I003811,1,67.0,starter,Fish Tikka,67.0
ORD0000145,I003814,2,141.0,snack,Veg Wrap,282.0
ORD0000145,I003809,1,98.0,snack,French Fries,98.0
ORD0000146,I004949,1,788.0,starter,Onion Rings,788.0
ORD0000146,I004961,1,816.0,side_dish,Garlic Bread,816.0
ORD0000147,I006413,1,222.0,starter,Paneer Tikka,222.0
ORD0000147,I006419,1,144.0,dessert,Ice Cream (Chocolate),144.0
ORD0000147,I006416,1,197.0,dessert,Kheer,197.0
ORD0000147,I006421,1,95.0,main_course,Masala Dosa,95.0
ORD0000149,I005511,1,529.0,main_course,Chicken Pizza,529.0
ORD0000149,I005514,1,175.0,main_course,Mutton Biryani,175.0
ORD0000150,I001502,1,282.0,side_dish,Garlic Bread,282.0
ORD0000150,I001501,1,398.0,dessert,Gulab Jamun,398.0
ORD0000150,I001496,1,176.0,beverage,Rose Sharbat,176.0
ORD0000151,I001098,1,848.0,starter,Chicken Wings,848.0
ORD0000151,I001095,1,412.0,dessert,Kheer,412.0
ORD0000151,I001094,1,711.0,snack,Veg Wrap,711.0
ORD0000151,I001097,1,989.0,beverage,Masala Chai,989.0
ORD0000152,I000780,2,69.0,snack,Masala Fries,138.0
ORD0000152,I000787,1,192.0,dessert,Gajar Ka Halwa,192.0
ORD0000154,I005852,1,83.0,beverage,Masala Chai,83.0
ORD0000154,I005850,1,84.0,starter,Onion Rings,84.0
ORD0000154,I005856,2,46.0,side_dish,Salan,92.0
ORD0000155,I001894,1,509.0,starter,Crispy Corn,509.0
ORD0000155,I001891,1,372.0,snack,Nachos,372.0
ORD0000155,I001904,1,154.0,main_course,Egg Curry,154.0
ORD0000155,I001892,2,177.0,dessert,Gajar Ka Halwa,354.0
ORD0000156,I003701,2,238.0,starter,Aloo Tikki,476.0
ORD0000156,I003705,1,795.0,main_course,Chole Bhature,795.0
ORD0000157,I003996,3,173.0,beverage,Rose Sharbat,519.0
ORD0000158,I004896,2,206.0,dessert,Gajar Ka Halwa,412.0
ORD0000158,I004898,2,244.0,snack,Sev Puri,488.0
ORD0000158,I004897,1,290.0,snack,Sev Puri,290.0
ORD0000158,I004899,1,229.0,snack,Veg Wrap,229.0
ORD0000158,I004894,1,91.0,starter,Samosa (2 pcs),91.0
ORD0000159,I006816,1,157.0,snack,Popcorn Chicken,157.0
ORD0000159,I006812,1,174.0,main_course,Dal Makhani,174.0
ORD0000160,I006696,1,184.0,side_dish,Garlic Bread,184.0
ORD0000160,I006694,1,244.0,beverage,Buttermilk,244.0
ORD0000161,I006464,1,336.0,snack,Mini Burgers,336.0
ORD0000162,I006585,1,242.0,snack,French Fries,242.0
ORD0000162,I006580,2,244.0,main_course,Mutton Biryani,488.0
ORD0000163,I002339,1,106.0,beverage,Mineral Water,106.0
ORD0000163,I002338,2,76.0,dessert,Cheesecake Slice,152.0
ORD0000164,I003223,2,313.0,dessert,Ice Cream (Chocolate),626.0
ORD0000164,I003217,2,278.0,beverage,Rose Sharbat,556.0
ORD0000164,I003220,1,226.0,side_dish,Steamed Rice,226.0
ORD0000164,I003212,1,322.0,starter,Chicken Tikka,322.0
ORD0000164,I003225,1,350.0,beverage,Fresh Lime Soda,350.0
ORD0000165,I005969,3,101.0,snack,Nachos,303.0
ORD0000165,I005959,1,123.0,main_course,Mutton Biryani,123.0
ORD0000167,I004063,1,210.0,starter,Aloo Tikki,210.0
ORD0000168,I006829,1,90.0,starter,Chicken Tikka,90.0
ORD0000168,I006834,1,100.0,dessert,Brownie,100.0
ORD0000168,I006832,1,163.0,main_course,Fried Rice,163.0
ORD0000169,I003030,1,392.0,side_dish,Coleslaw,392.0
ORD0000169,I003024,1,542.0,beverage,Mango Shake,542.0
ORD0000170,I004372,2,249.0,beverage,Watermelon Juice,498.0
ORD0000170,I004374,1,300.0,beverage,Mineral Water,300.0
ORD0000170,I004370,1,132.0,snack,Mini Burgers,132.0
ORD0000170,I004365,2,502.0,beverage,Sprite,1004.0
ORD0000170,I004371,1,231.0,side_dish,Garlic Bread,231.0
ORD0000171,I005715,1,112.0,side_dish,Coleslaw,112.0
ORD0000171,I005718,2,131.0,dessert,Chocolate Mousse,262.0
ORD0000171,I005722,1,116.0,dessert,Fruit Custard,116.0
ORD0000172,I001976,1,278.0,dessert,Ice Cream (Vanilla),278.0
ORD0000172,I001966,2,250.0,side_dish,Garlic Bread,500.0
ORD0000173,I001843,2,603.0,main_course,Margherita Pizza,1206.0
ORD0000174,I001520,1,168.0,snack,Masala Fries,168.0
ORD0000174,I001518,1,212.0,dessert,Ice Cream (Chocolate),212.0
ORD0000174,I001514,1,70.0,main_course,Hakka Noodles,70.0
ORD0000175,I005298,1,330.0,side_dish,Steamed Rice,330.0
ORD0000175,I005303,2,311.0,dessert,Chocolate Mousse,622.0
ORD0000175,I005302,2,161.0,dessert,Kulfi,322.0
ORD0000176,I005544,1,75.0,beverage,Coca-Cola,75.0
ORD0000176,I005553,1,154.0,main_course,Margherita Pizza,154.0
ORD0000176,I005549,1,136.0,snack,Nachos,136.0
ORD0000177,I000152,1,141.0,main_course,Chicken Pizza,141.0
ORD0000179,I002677,1,109.0,main_course,Paneer Butter Masala,109.0
ORD0000179,I002687,2,195.0,side_dish,Steamed Rice,390.0
ORD0000179,I002684,1,181.0,snack,Sev Puri,181.0
ORD0000179,I002681,1,201.0,starter,Aloo Tikki,201.0
ORD0000179,I002685,2,178.0,main_course,Hakka Noodles,356.0
ORD0000180,I003834,3,251.0,side_dish,Steamed Rice,753.0
ORD0000180,I003841,1,107.0,starter,Fish Tikka,107.0
ORD0000181,I006656,1,60.0,side_dish,Raita,60.0
ORD0000181,I006662,1,195.0,main_course,Hakka Noodles,195.0
ORD0000182,I006267,2,192.0,side_dish,Green Salad,384.0
ORD0000182,I006255,1,173.0,snack,Veg Sandwich,173.0
ORD0000182,I006259,2,406.0,dessert,Chocolate Mousse,812.0
ORD0000183,I000847,3,613.0,snack,Corn on the Cob,1839.0
ORD0000183,I000840,1,496.0,main_course,Dal Makhani,496.0
ORD0000183,I000842,1,523.0,snack,Masala Fries,523.0
ORD0000184,I005041,1,523.0,main_course,Butter Chicken,523.0
ORD0000184,I005042,1,538.0,beverage,Masala Chai,538.0
ORD0000184,I005043,1,272.0,main_course,Mutton Biryani,272.0
ORD0000185,I006472,1,217.0,dessert,Ice Cream (Vanilla),217.0
ORD0000185,I006474,2,261.0,main_course,Rajma Chawal,522.0
ORD0000185,I006477,2,265.0,snack,Popcorn Chicken,530.0
ORD0000185,I006466,1,194.0,dessert,Brownie,194.0
ORD0000185,I006467,1,453.0,beverage,Rose Sharbat,453.0
ORD0000186,I001617,1,367.0,main_course,Dal Makhani,367.0
ORD0000186,I001616,1,277.0,snack,Veg Sandwich,277.0
ORD0000186,I001624,1,215.0,beverage,Mineral Water,215.0
ORD0000187,I005082,1,211.0,main_course,Fried Rice,211.0
ORD0000187,I005087,1,281.0,snack,Corn on the Cob,281.0
