item_id,restaurant_id,item_name,category,price,is_veg,is_available,popularity_rank,calories
I000084,R0006,Fruit Custard,dessert,158.0,False,True,83,518
I000085,R0007,Aloo Tikki,starter,47.0,True,True,44,737
I000086,R0007,Chicken Tikka,starter,51.0,True,True,72,818
I000087,R0007,Veg Wrap,snack,38.0,True,True,36,893
I000088,R0007,Salan,side_dish,44.0,True,True,76,308
I000089,R0007,Fish Curry,main_course,99.0,True,True,95,178
I000090,R0007,Chocolate Mousse,dessert,51.0,True,True,9,433
I000091,R0007,Chocolate Mousse,dessert,60.0,True,True,37,223
I000092,R0007,Steamed Rice,side_dish,81.0,True,True,17,150
I000093,R0007,Masala Dosa,main_course,95.0,True,True,81,761
I000094,R0007,Sweet Lassi,beverage,37.0,True,False,12,357
I000095,R0007,Buttermilk,beverage,39.0,True,True,32,377
I000096,R0007,Papad,side_dish,67.0,True,True,70,334
I000097,R0007,Masala Chai,beverage,77.0,True,True,97,493
I000098,R0007,Sprite,beverage,80.0,True,True,67,282
I000099,R0007,Veg Sandwich,snack,41.0,True,True,87,750
I000100,R0007,Green Salad,side_dish,106.0,True,True,99,576
I000101,R0007,Garlic Naan,side_dish,51.0,True,True,66,514
I000102,R0008,Crispy Corn,starter,72.0,True,True,42,268
I000103,R0008,Chicken Tikka,starter,94.0,False,True,38,485
I000104,R0008,Rasgulla,dessert,154.0,True,True,92,161
I000105,R0008,Mutton Biryani,main_course,94.0,False,True,56,164
I000106,R0008,Sev Puri,snack,187.0,True,True,33,405
I000107,R0008,Mineral Water,beverage,106.0,True,True,75,679
I000108,R0008,French Fries,snack,169.0,True,True,91,820
I000109,R0008,Sprite,beverage,186.0,False,True,73,663
I000110,R0008,Margherita Pizza,main_course,192.0,True,True,16,501
I000111,R0008,Fruit Custard,dessert,109.0,True,False,37,331
I000112,R0009,Veg Wrap,snack,125.0,True,True,66,481
I000113,R0009,Veg Wrap,snack,134.0,True,True,28,445
I000114,R0009,Paneer Tikka,starter,80.0,True,True,59,124
I000115,R0009,Bhel Puri,snack,175.0,True,True,23,681
I000116,R0009,Mini Burgers,snack,66.0,True,True,16,576
I000117,R0009,Dal Makhani,main_course,140.0,True,True,42,837
I000118,R0009,Steamed Rice,side_dish,180.0,True,True,35,274
I000119,R0009,Chicken Biryani,main_course,72.0,False,True,8,629
I000120,R0009,Gulab Jamun,dessert,190.0,True,True,38,421
I000121,R0009,Brownie,dessert,208.0,False,True,30,382
I000122,R0009,Egg Curry,main_course,104.0,True,True,30,705
I000123,R0009,Rasgulla,dessert,72.0,True,True,39,123
I000124,R0010,Veg Biryani,main_course,95.0,True,True,47,637
I000125,R0010,Fish Tikka,starter,185.0,True,True,15,775
I000126,R0010,Cold Coffee,beverage,70.0,True,True,91,410
I000127,R0010,Veg Biryani,main_course,182.0,True,False,19,172
I000128,R0010,Sweet Lassi,beverage,166.0,True,True,97,572
I000129,R0010,Buttermilk,beverage,53.0,True,True,69,186
I000130,R0010,Popcorn Chicken,snack,131.0,True,True,72,484
I000131,R0010,Raita,side_dish,116.0,True,True,78,595
I000132,R0010,Mutton Biryani,main_course,137.0,True,True,33,566
I000133,R0010,Fish Curry,main_course,174.0,True,True,8,646
I000134,R0010,Jeera Rice,side_dish,77.0,True,True,61,351
I000135,R0010,Mango Shake,beverage,110.0,True,True,82,289
I000136,R0010,Margherita Pizza,main_course,87.0,True,True,94,674
I000137,R0010,Onion Rings,starter,143.0,True,True,33,312
I000138,R0010,Veg Wrap,snack,83.0,True,True,66,668
I000139,R0011,Butter Chicken,main_course,98.0,True,True,86,850
I000140,R0011,Garlic Bread,side_dish,141.0,True,False,74,373
I000141,R0011,Fresh Lime Soda,beverage,173.0,True,True,2,537
I000142,R0011,Veg Sandwich,snack,101.0,True,True,48,229
I000143,R0011,Margherita Pizza,main_course,143.0,True,True,20,319
I000144,R0011,Chole Bhature,main_course,129.0,True,True,3,524
I000145,R0011,Fresh Lime Soda,beverage,161.0,True,True,85,784
I000146,R0011,Chocolate Mousse,dessert,202.0,True,True,92,658
I000147,R0011,Raita,side_dish,188.0,True,True,34,865
I000148,R0011,Veg Sandwich,snack,208.0,True,True,27,561
I000149,R0011,Crispy Corn,starter,68.0,True,True,76,810
I000150,R0011,Chole Bhature,main_course,228.0,True,True,15,182
I000151,R0011,Veg Spring Rolls,starter,94.0,True,True,34,202
I000152,R0011,Chicken Pizza,main_course,141.0,True,True,91,291
I000153,R0011,Halwa,dessert,92.0,True,True,20,472
I000154,R0011,Chocolate Mousse,dessert,104.0,True,True,2,889
I000155,R0011,Kulfi,dessert,218.0,True,True,24,751
I000156,R0011,Sweet Lassi,beverage,93.0,True,True,73,815
I000157,R0012,Chocolate Mousse,dessert,476.0,True,True,63,385
I000158,R0012,Veg Wrap,snack,264.0,True,True,56,784
I000159,R0012,Nachos,snack,564.0,True,True,10,121
I000160,R0012,Bhel Puri,snack,444.0,True,True,7,683
I000161,R0012,Rajma Chawal,main_course,379.0,True,True,89,639
I000162,R0012,Veg Wrap,snack,310.0,False,True,41,136
I000163,R0012,Ice Cream (Chocolate),dessert,165.0,False,True,31,289
I000164,R0012,Salan,side_dish,523.0,False,True,95,730
I000165,R0012,Watermelon Juice,beverage,163.0,True,True,51,589
I000166,R0012,Buttermilk,beverage,173.0,True,True,56,738
I000167,R0012,Nachos,snack,210.0,True,True,15,566
I000168,R0012,Rose Sharbat,beverage,437.0,True,True,93,477
I000169,R0012,Veg Biryani,main_course,430.0,True,True,64,159
I000170,R0012,Pasta Arrabiata,main_course,548.0,True,True,20,703
I000171,R0012,Veg Spring Rolls,starter,449.0,False,True,24,188
I000172,R0012,Fried Rice,main_course,206.0,False,True,12,593
I000173,R0012,Dal Makhani,main_course,171.0,False,True,84,427
I000174,R0012,Buttermilk,beverage,550.0,True,True,63,586
I000175,R0012,Brownie,dessert,559.0,False,True,92,726
I000176,R0013,Masala Fries,snack,160.0,True,True,75,361
I000177,R0013,Fish Curry,main_course,134.0,True,True,19,464
I000178,R0013,Aloo Tikki,starter,86.0,True,True,49,776
I000179,R0013,Kulfi,dessert,109.0,False,True,2,400
I000180,R0013,Mango Lassi,beverage,113.0,True,True,3,446
I000181,R0013,Cheesecake Slice,dessert,101.0,True,True,56,567
I000182,R0013,Chocolate Mousse,dessert,109.0,True,True,87,789
I000183,R0013,Chicken Nuggets,starter,100.0,True,False,64,855
I000184,R0013,Garlic Bread,side_dish,54.0,True,True,73,456
I000185,R0013,Veg Wrap,snack,60.0,True,True,68,236
I000186,R0013,Samosa (2 pcs),starter,191.0,True,True,78,509
I000187,R0013,Veg Spring Rolls,starter,119.0,True,True,6,230
I000188,R0013,French Fries,snack,105.0,False,True,18,762
I000189,R0014,Mineral Water,beverage,140.0,False,True,95,233
I000190,R0014,Buttermilk,beverage,137.0,True,True,52,892
I000191,R0014,Masala Dosa,main_course,89.0,True,True,11,334
I000192,R0014,French Fries,snack,53.0,True,True,8,881
I000193,R0014,Halwa,dessert,185.0,True,True,64,850
I000194,R0014,Rose Sharbat,beverage,113.0,False,True,93,872
I000195,R0014,Cold Coffee,beverage,102.0,False,True,94,109
I000196,R0014,Veg Seekh Kebab,starter,136.0,True,True,42,614
I000197,R0014,Mutton Biryani,main_course,99.0,False,True,68,635
I000198,R0014,Fresh Lime Soda,beverage,173.0,True,True,18,751
I000199,R0014,Veg Spring Rolls,starter,118.0,False,True,12,203
I000200,R0014,Popcorn Chicken,snack,135.0,True,True,80,277
I000201,R0014,Watermelon Juice,beverage,47.0,False,True,72,742
I000202,R0014,Chicken Biryani,main_course,144.0,False,True,45,421
I000203,R0014,Masala Chai,beverage,146.0,True,True,72,499
I000204,R0014,Chicken Nuggets,starter,171.0,False,True,1,163
I000205,R0014,Butter Chicken,main_course,85.0,False,True,17,891
I000206,R0014,Mango Lassi,beverage,180.0,True,True,95,300
I000207,R0014,Gulab Jamun,dessert,146.0,True,True,14,333
I000208,R0014,Chicken Pizza,main_course,117.0,True,True,93,856
I000209,R0015,Hakka Noodles,main_course,266.0,True,True,90,801
I000210,R0015,Garlic Naan,side_dish,205.0,True,True,33,895
I000211,R0015,Masala Fries,snack,110.0,False,True,49,750
I000212,R0015,Aloo Tikki,starter,187.0,True,True,69,250
I000213,R0015,Corn on the Cob,snack,78.0,False,True,68,735
I000214,R0015,Chicken Biryani,main_course,81.0,True,True,60,696
I000215,R0015,Buttermilk,beverage,255.0,False,True,93,657
I000216,R0015,Watermelon Juice,beverage,212.0,False,True,81,620
I000217,R0015,Gulab Jamun,dessert,249.0,True,False,97,643
I000218,R0015,Samosa (2 pcs),starter,69.0,False,True,50,213
I000219,R0015,Paneer Tikka,starter,196.0,False,True,37,364
I000220,R0015,Nachos,snack,198.0,False,True,80,483
I000221,R0016,Veg Sandwich,snack,73.0,False,False,43,223
I000222,R0016,Veg Wrap,snack,56.0,False,True,7,562
I000223,R0016,Chicken Pizza,main_course,53.0,False,True,72,385
I000224,R0016,Laccha Paratha,side_dish,70.0,True,True,50,647
I000225,R0016,Chicken Tikka,starter,60.0,True,True,97,818
I000226,R0016,Bhel Puri,snack,75.0,True,True,75,219
I000227,R0016,Chicken Tikka,starter,42.0,False,True,55,307
I000228,R0016,Brownie,dessert,129.0,False,True,15,619
I000229,R0016,Masala Dosa,main_course,118.0,True,True,12,613
I000230,R0016,Onion Rings,starter,65.0,True,True,12,156
I000231,R0016,Fruit Custard,dessert,47.0,True,True,58,706
I000232,R0016,Chicken Tikka,starter,101.0,False,True,87,352
I000233,R0016,Ice Cream (Vanilla),dessert,118.0,True,True,84,615
I000234,R0016,Raita,side_dish,122.0,True,True,12,544
I000235,R0016,Chocolate Mousse,dessert,109.0,False,True,41,450
I000236,R0016,Papad,side_dish,122.0,False,True,50,108
I000237,R0017,Veg Wrap,snack,92.0,False,True,45,836
I000238,R0017,Coca-Cola,beverage,96.0,True,True,83,375
I000239,R0017,Fish Curry,main_course,56.0,False,True,55,830
I000240,R0017,Fruit Custard,dessert,150.0,True,True,78,475
I000241,R0017,Veg Spring Rolls,starter,56.0,False,False,66,462
I000242,R0017,Pita Bread,side_dish,60.0,True,True,78,840
I000243,R0017,Chicken Biryani,main_course,81.0,True,True,66,195
I000244,R0017,Nachos,snack,85.0,True,True,58,769
I000245,R0017,Cold Coffee,beverage,111.0,False,True,10,223
I000246,R0017,Chole Bhature,main_course,122.0,True,True,40,423
I000247,R0017,Masala Fries,snack,154.0,False,False,45,520
I000248,R0017,Popcorn Chicken,snack,121.0,False,True,27,496
I000249,R0017,Kulfi,dessert,84.0,False,True,77,343
I000250,R0018,Margherita Pizza,main_course,162.0,True,True,73,187
I000251,R0018,Halwa,dessert,125.0,False,True,15,866
I000252,R0018,Fried Rice,main_course,77.0,False,True,46,800
I000253,R0018,Crispy Corn,starter,173.0,True,True,70,136
I000254,R0018,Chicken Sandwich,snack,111.0,True,True,19,732
I000255,R0018,Masala Fries,snack,125.0,True,True,25,454
I000256,R0018,Salan,side_dish,213.0,False,True,22,419
I000257,R0018,Cold Coffee,beverage,251.0,True,True,78,461
I000258,R0018,Onion Rings,starter,240.0,False,True,33,126
I000259,R0018,Garlic Naan,side_dish,181.0,True,True,98,367
I000260,R0018,Chicken Nuggets,starter,217.0,True,True,36,889
I000261,R0018,Veg Wrap,snack,292.0,True,True,92,279
I000262,R0018,Paneer Butter Masala,main_course,296.0,False,True,46,103
I000263,R0018,Masala Chai,beverage,223.0,False,True,55,195
I000264,R0018,Hakka Noodles,main_course,167.0,False,True,86,161
I000265,R0018,Veg Biryani,main_course,110.0,True,False,31,838
I000266,R0018,Salan,side_dish,84.0,True,True,77,810
I000267,R0018,Chicken Nuggets,starter,210.0,True,True,7,438
I000268,R0018,Chicken Pizza,main_course,181.0,False,True,62,295
I000269,R0018,Jeera Rice,side_dish,151.0,True,True,22,255
I000270,R0019,Raita,side_dish,1094.0,True,False,60,474
I000271,R0019,Chicken Pizza,main_course,1304.0,True,True,96,823
I000272,R0019,Samosa (2 pcs),starter,1066.0,True,True,31,650
I000273,R0019,Masala Chai,beverage,640.0,True,True,88,299
I000274,R0019,Fish Tikka,starter,1310.0,False,False,95,320
I000275,R0019,Corn on the Cob,snack,313.0,False,True,51,164
I000276,R0019,Mini Burgers,snack,1084.0,True,True,54,674
I000277,R0019,Chocolate Mousse,dessert,1262.0,False,True,86,731
I000278,R0019,Chocolate Mousse,dessert,393.0,True,True,3,229
I000279,R0019,Dal Makhani,main_course,549.0,False,True,12,806
I000280,R0019,Pasta Arrabiata,main_course,454.0,True,True,90,755
I000281,R0019,Sweet Lassi,beverage,493.0,True,True,15,608
I000282,R0019,Butter Chicken,main_course,920.0,True,True,62,245
I000283,R0020,Veg Wrap,snack,935.0,True,True,43,198
I000284,R0020,Fish Tikka,starter,484.0,True,True,39,488
I000285,R0020,Halwa,dessert,865.0,True,True,16,201
I000286,R0020,Mango Lassi,beverage,1170.0,True,True,31,840
I000287,R0020,Chole Bhature,main_course,778.0,True,True,59,242
I000288,R0020,Mini Burgers,snack,545.0,True,True,13,339
I000289,R0020,Sprite,beverage,739.0,True,True,97,270
I000290,R0020,Mutton Biryani,main_course,706.0,True,True,30,209
I000291,R0020,Corn on the Cob,snack,625.0,True,True,4,813
I000292,R0020,Margherita Pizza,main_course,355.0,True,True,99,595
I000293,R0020,Garlic Bread (plain),snack,544.0,True,True,1,318
I000294,R0020,Garlic Naan,side_dish,1057.0,True,True,22,789
I000295,R0021,Pav Bhaji,starter,319.0,False,True,83,278
I000296,R0021,Veg Sandwich,snack,550.0,True,True,30,184
I000297,R0021,Butter Chicken,main_course,340.0,True,True,76,786
I000298,R0021,Ice Cream (Chocolate),dessert,668.0,True,True,63,879
I000299,R0021,Chicken Nuggets,starter,235.0,True,True,4,548
I000300,R0021,Veg Seekh Kebab,starter,388.0,False,True,42,567
I000301,R0021,Green Salad,side_dish,446.0,True,True,44,213
I000302,R0021,Gajar Ka Halwa,dessert,583.0,False,True,34,369
I000303,R0021,Egg Curry,main_course,217.0,True,True,83,841
I000304,R0021,Veg Seekh Kebab,starter,598.0,False,True,50,410
I000305,R0021,Hakka Noodles,main_course,397.0,True,True,37,605
I000306,R0021,Fish Tikka,starter,363.0,True,True,12,780
I000307,R0022,Chicken Nuggets,starter,189.0,False,True,58,195
I000308,R0022,Paneer Butter Masala,main_course,250.0,True,True,46,367
I000309,R0022,Brownie,dessert,62.0,True,True,71,692
I000310,R0022,Chole Bhature,main_course,129.0,True,True,26,190
I000311,R0022,Coca-Cola,beverage,243.0,True,False,89,706
I000312,R0022,Samosa (2 pcs),starter,207.0,False,False,89,897
I000313,R0022,Cold Coffee,beverage,139.0,True,True,83,142
I000314,R0022,Butter Naan,side_dish,164.0,True,True,80,131
I000315,R0022,Pita Bread,side_dish,202.0,True,True,18,456
I000316,R0022,Ice Cream (Vanilla),dessert,254.0,True,True,4,170
I000317,R0022,Chicken Nuggets,starter,250.0,False,True,15,343
I000318,R0022,Masala Dosa,main_course,69.0,True,True,5,533
I000319,R0022,Aloo Tikki,starter,164.0,False,True,80,250
I000320,R0022,Chicken Tikka,starter,263.0,False,True,69,665
I000321,R0022,Fruit Custard,dessert,197.0,True,True,82,521
I000322,R0023,Rose Sharbat,beverage,88.0,True,False,41,727
I000323,R0023,Veg Sandwich,snack,191.0,True,True,12,357
I000324,R0023,Kheer,dessert,173.0,False,True,76,202
I000325,R0023,Ice Cream (Vanilla),dessert,201.0,True,False,95,740
I000326,R0023,Chicken Nuggets,starter,214.0,True,True,55,155
I000327,R0023,Garlic Bread (plain),snack,161.0,True,False,73,454
I000328,R0023,Corn on the Cob,snack,95.0,False,True,28,225
I000329,R0023,Raita,side_dish,68.0,False,True,69,872
I000330,R0023,Chicken Tikka,starter,213.0,False,True,9,512
I000331,R0023,Laccha Paratha,side_dish,52.0,True,True,34,776
I000332,R0023,Veg Biryani,main_course,137.0,False,True,98,191
I000333,R0023,Veg Spring Rolls,starter,56.0,True,True,17,223
I000334,R0023,Pav Bhaji,starter,106.0,True,True,94,621
I000335,R0023,Ice Cream (Vanilla),dessert,135.0,False,True,64,118
I000336,R0023,Dal Makhani,main_course,217.0,True,True,27,693
I000337,R0024,Jeera Rice,side_dish,201.0,True,True,60,838
I000338,R0024,Veg Sandwich,snack,175.0,True,True,6,723
I000339,R0024,Garlic Bread,side_dish,64.0,True,True,57,163
I000340,R0024,Mutton Biryani,main_course,75.0,True,True,41,563
I000341,R0024,Fish Tikka,starter,106.0,False,False,7,134
I000342,R0024,Fried Rice,main_course,204.0,True,True,57,616
I000343,R0024,Fried Rice,main_course,245.0,True,True,41,430
I000344,R0024,Garlic Bread (plain),snack,244.0,False,True,42,859
I000345,R0024,Cold Coffee,beverage,129.0,False,False,54,633
I000346,R0024,Veg Wrap,snack,158.0,True,True,15,474
I000347,R0024,Gulab Jamun,dessert,165.0,True,False,6,311
I000348,R0024,Chicken Nuggets,starter,217.0,True,True,13,551
I000349,R0024,Popcorn Chicken,snack,128.0,True,True,52,659
I000350,R0024,Sprite,beverage,122.0,True,True,85,381
I000351,R0024,Popcorn Chicken,snack,103.0,True,True,68,861
I000352,R0025,Dal Makhani,main_course,119.0,False,True,9,809
I000353,R0025,Fruit Custard,dessert,269.0,False,True,73,717
I000354,R0025,Mini Burgers,snack,251.0,True,True,12,851
I000355,R0025,Mini Burgers,snack,193.0,True,True,24,561
I000356,R0025,Chicken Nuggets,starter,169.0,False,True,27,602
I000357,R0025,Ice Cream (Vanilla),dessert,171.0,True,True,63,741
I000358,R0025,Sev Puri,snack,195.0,True,True,28,287
I000359,R0025,Butter Chicken,main_course,195.0,True,True,73,535
I000360,R0025,Fresh Lime Soda,beverage,67.0,False,True,53,766
I000361,R0025,Paneer Tikka,starter,202.0,True,True,54,898
I000362,R0025,Veg Sandwich,snack,224.0,True,True,28,365
I000363,R0025,Chicken Nuggets,starter,126.0,True,True,60,482
I000364,R0026,Paneer Butter Masala,main_course,181.0,True,True,67,281
I000365,R0026,Chicken Wings,starter,145.0,True,False,4,571
I000366,R0026,Butter Chicken,main_course,59.0,False,True,18,562
I000367,R0026,Hakka Noodles,main_course,65.0,True,True,9,399
I000368,R0026,Garlic Naan,side_dish,49.0,True,True,71,426
I000369,R0026,Sweet Lassi,beverage,47.0,True,True,19,517
I000370,R0026,Masala Fries,snack,145.0,False,True,92,410
I000371,R0026,Corn on the Cob,snack,74.0,True,True,66,327
I000372,R0026,Laccha Paratha,side_dish,74.0,False,True,72,453
I000373,R0026,Papad,side_dish,64.0,True,True,92,115
I000374,R0026,Kheer,dessert,86.0,False,True,4,481
I000375,R0026,Dal Makhani,main_course,145.0,False,True,51,194
I000376,R0026,Coleslaw,side_dish,66.0,True,True,34,304
I000377,R0026,Masala Fries,snack,179.0,True,True,41,558
I000378,R0026,Ice Cream (Vanilla),dessert,125.0,False,True,79,684
I000379,R0026,Rose Sharbat,beverage,153.0,True,True,18,624
I000380,R0026,Egg Curry,main_course,129.0,False,True,51,314
I000381,R0026,Butter Chicken,main_course,103.0,False,True,72,282
I000382,R0027,Raita,side_dish,353.0,True,True,82,753
I000383,R0027,Ice Cream (Vanilla),dessert,161.0,True,False,59,839
I000384,R0027,Gulab Jamun,dessert,470.0,True,True,74,431
I000385,R0027,Papad,side_dish,128.0,True,True,45,305
I000386,R0027,Dal Makhani,main_course,161.0,False,True,24,186
I000387,R0027,Chicken Wings,starter,427.0,False,True,18,640
I000388,R0027,Mini Burgers,snack,120.0,True,True,39,556
I000389,R0027,Garlic Bread,side_dish,121.0,True,True,87,121
I000390,R0027,Kulfi,dessert,189.0,True,True,62,377
I000391,R0027,Sev Puri,snack,350.0,True,True,42,154
I000392,R0027,Brownie,dessert,518.0,True,True,70,487
I000393,R0027,Rasgulla,dessert,175.0,False,True,61,221
I000394,R0027,Chicken Tikka,starter,377.0,True,True,43,758
I000395,R0027,Margherita Pizza,main_course,511.0,True,True,8,505
I000396,R0027,Laccha Paratha,side_dish,153.0,True,True,29,200
I000397,R0027,Chocolate Mousse,dessert,484.0,True,True,98,438
I000398,R0027,Garlic Naan,side_dish,405.0,True,True,37,888
I000399,R0028,Chicken Sandwich,snack,163.0,True,True,47,724
I000400,R0028,Pita Bread,side_dish,91.0,True,True,73,735
I000401,R0028,Paneer Butter Masala,main_course,133.0,True,True,19,387
I000402,R0028,Cold Coffee,beverage,86.0,True,True,80,635
I000403,R0028,Steamed Rice,side_dish,158.0,True,True,60,608
I000404,R0028,Mini Burgers,snack,170.0,True,True,97,547
I000405,R0028,Veg Spring Rolls,starter,164.0,False,True,10,454
I000406,R0028,Rasgulla,dessert,151.0,False,True,82,684
I000407,R0028,Garlic Bread,side_dish,120.0,False,True,14,152
I000408,R0028,Jeera Rice,side_dish,133.0,True,True,85,770
I000409,R0028,Coleslaw,side_dish,49.0,True,False,8,431
I000410,R0028,Fish Tikka,starter,72.0,True,True,37,260
I000411,R0028,Chicken Pizza,main_course,127.0,True,True,95,627
I000412,R0028,Coleslaw,side_dish,73.0,True,True,30,415
I000413,R0028,Chicken Tikka,starter,90.0,False,True,23,531
I000414,R0029,Garlic Bread (plain),snack,143.0,True,True,68,271
I000415,R0029,Masala Chai,beverage,90.0,True,True,92,570
I000416,R0029,Butter Naan,side_dish,73.0,True,True,61,733
I000417,R0029,Kheer,dessert,59.0,True,True,3,379
I000418,R0029,French Fries,snack,104.0,True,True,94,397
I000419,R0029,Papad,side_dish,197.0,True,True,20,617
I000420,R0029,Masala Fries,snack,76.0,True,True,25,652
I000421,R0029,Garlic Bread,side_dish,93.0,True,True,46,668
I000422,R0029,Rajma Chawal,main_course,96.0,True,True,86,556
I000423,R0029,Veg Sandwich,snack,157.0,True,True,39,297
I000424,R0029,Watermelon Juice,beverage,174.0,True,True,86,742
I000425,R0029,Kheer,dessert,141.0,True,True,31,838
I000426,R0029,Popcorn Chicken,snack,135.0,True,True,10,337
I000427,R0029,Fresh Lime Soda,beverage,188.0,True,True,36,867
I000428,R0029,Coca-Cola,beverage,154.0,True,True,30,186
I000429,R0029,Fruit Custard,dessert,169.0,True,True,72,301
I000430,R0029,Dal Makhani,main_course,64.0,True,True,29,280
I000431,R0029,Sweet Lassi,beverage,211.0,True,True,44,602
I000432,R0029,Fish Tikka,starter,205.0,True,True,35,123
I000433,R0030,Ice Cream (Chocolate),dessert,1024.0,True,True,1,652
I000434,R0030,Rasgulla,dessert,428.0,True,True,87,386
